Gene	Value
ABL1	0.12832216465393
ABL2	0.262890023425263
ABLIM1	0.322368663114598
ABLIM2	-0.104713655285515
ABLIM3	-0.0622089890532592
ABO	0.132358947672994
ABR	-0.106741134046016
ABRA	0.0046599894867084
ABRACL	0.10611325698191
ABRAXAS1	0.194199550427877
ABRAXAS2	0.256593146696064
ABT1	-0.144052915445685
ABTB1	-0.310903685945946
ABTB2	0.173441877765884
ACAA1	-0.127970206725122
ACAA2	-0.0469149269325047
ACACA	0.128960157668049
ACACB	-0.0714262184696608
ACAD10	-0.0511430865945867
ACAD11	-0.00173747701819873
ACAD8	0.0940231250378947
ACAD9	-0.0929937928573798
ACADL	0.0736190212053691
ACADM	0.0944489497950349
ACADS	-0.201870441816293
ACADSB	0.010587038050898
ACADVL	-0.205264749655315
ACAN	0.0572304639132861
ACAP1	0.0193769236022666
ACAP2	0.34422627997664
ACAP3	-0.264721760476285
ACAT1	0.0296637269948159
ACAT2	-0.0099708542208438
ACBD3	0.257121363511269
ACBD4	-0.268886214706864
ACBD5	0.140990199165454
ACBD6	-0.191278981953957
ACBD7	-0.0444116626491847
ACCS	-0.176563836378828
ACCSL	0.0125991230861073
ACD	-0.336131781927093
ACE	0.0345006686331597
ACE2	0.165050657265607
ACER1	0.0485636677238037
ACER2	0.150187130057825
ACER3	0.143050215894243
ACHE	0.0232222914296422
ACIN1	-0.195830659213918
ACKR1	-0.0106877988797114
ACKR2	0.158957090047182
ACKR3	0.0916882440699237
ACKR4	0.278488801155282
ACLY	0.103528755733757
ACMSD	-0.0570004495596928
ACO1	0.0868014000612617
ACO2	-0.121732951094099
ACOT1	-0.103623682934674
ACOT11	-0.084936760094099
ACOT12	-0.0423373174853261
ACOT13	-0.102403635575665
ACOT2	-0.0357535021253591
ACOT4	-0.0347632443573026
ACOT6	0.0527694109914628
ACOT7	-0.198089032229854
ACOT8	-0.151621657989349
ACOT9	0.111496248419139
ACOX1	0.0465751309035635
ACOX2	0.0610031638643727
ACOX3	0.0821843444047923
ACOXL	-0.0218625294650038
ACP1	-0.114672698827925
ACP2	-0.124069094271979
ACP4	-0.0248453065471432
ACP5	-0.0755884501482305
ACP6	-0.132422958426186
ACP7	0.0466111574099788
ACR	-0.074210938353392
ACRBP	0.00875458430415984
ACRV1	-0.0419221631773329
ACSBG1	-0.0500355639095925
ACSBG2	0.0277393698031276
ACSF2	-0.05869129117988
ACSF3	-0.247312821026327
ACSL1	0.194501903795713
ACSL3	0.133578493565997
ACSL4	0.304274397221514
ACSL5	0.288136033771328
ACSL6	0.0071424493393184
ACSM1	-0.0669342270759463
ACSM2A	-0.0291967271251221
ACSM2B	-0.075363657066831
ACSM3	0.117724339481553
ACSM4	0.0653001528870835
ACSM5	0.0899762930803459
ACSM6	0.0833744493239886
ACSS1	-0.099519300879963
ACSS2	-0.0241923084985272
ACSS3	0.0700670167422383
ACTA1	0.0691570970183659
ACTA2	0.105846281315484
ACTB	0.0839676306268923
ACTBL2	0.133460177420022
ACTC1	-0.0166046739210715
ACTG1	-0.0916652538180159
ACTG1P4	0.00452328824575261
ACTG2	0.0377373354703757
ACTL10	-0.217269141733932
ACTL6A	0.0728652142387194
ACTL6B	-0.103993858481581
ACTL7A	-0.0186920883406631
ACTL7B	-0.0498329560090728
ACTL8	0.0150164312122444
ACTL9	-0.000832412139459509
ACTN1	0.132512751436187
ACTN2	0.0240184496247216
ACTN3	0.0188735128267737
ACTN4	-0.0960104835548701
ACTR10	0.111356954539932
ACTR1A	-0.090681811983466
ACTR1B	-0.217768633768217
ACTR2	0.356312075088867
ACTR3	0.332495517464365
ACTR3B	-0.0944586505668786
ACTR3BP2	0.00503356170451884
ACTR3C	0.0616895086728234
ACTR5	-0.0340188336008812
ACTR6	0.134992412089897
ACTR8	0.0523141198689197
ACTRT1	-0.0218277349418109
ACTRT2	-0.0208013264676517
ACTRT3	0.0564401445700971
ACVR1	0.25852299352013
ACVR1B	0.0179136346393682
ACVR1C	0.0743791351985041
ACVR2A	0.18161605283434
ACVR2B	0.107608317332193
ACVR2B-AS1	0.0506837281805065
ACVRL1	0.0319290197697186
ACY1	-0.155295743670412
ACY3	0.10801530670264
ACYP1	-0.196758978982084
ACYP2	-0.143413768411078
ADA	-0.033157136343238
ADA2	0.149562254333944
ADAD1	-0.0273224336724835
ADAD2	-0.127202400601521
ADAL	-0.0205393333244805
ADAM10	0.307813192031939
ADAM11	-0.192072431375478
ADAM12	0.296248211775381
ADAM15	-0.0125116196564833
ADAM17	0.341941833310305
ADAM18	-0.0493159189716728
ADAM19	0.207599666686426
ADAM2	-0.0143683775498556
ADAM20	0.00384456700701468
ADAM21	0.0921672956509852
ADAM21P1	0.119271090169998
ADAM22	0.10834262845923
ADAM23	0.166789463584286
ADAM28	0.125297504002445
ADAM29	-0.0528786615593764
ADAM30	0.0274221352424211
ADAM32	-0.0839898406359267
ADAM33	0.0837526636996391
ADAM3A	-0.0207720014286527
ADAM5	-0.00558212318587592
ADAM6	0.0724109899715165
ADAM7	0.0132329963520967
ADAM8	-0.0118891698558102
ADAM9	0.232266989852509
ADAMDEC1	0.119857548789655
ADAMTS1	0.133601907559803
ADAMTS10	-0.059348577974031
ADAMTS12	0.290700654974245
ADAMTS13	-0.158698279486395
ADAMTS14	0.0755570932477855
ADAMTS15	0.0328121127438394
ADAMTS16	0.156240312961347
ADAMTS17	0.108730453741315
ADAMTS18	0.103054325128181
ADAMTS19	-0.00417073892877074
ADAMTS2	0.268781000495192
ADAMTS20	0.0907711793298593
ADAMTS3	0.209641301647035
ADAMTS4	0.119819837567108
ADAMTS5	0.288555511202902
ADAMTS6	0.193366163247843
ADAMTS7	0.0292692999880073
ADAMTS8	0.0151408409728451
ADAMTS9	0.177184005185879
ADAMTSL1	0.208111290418298
ADAMTSL2	-0.024809533707674
ADAMTSL3	0.218000411570588
ADAMTSL4	0.122777177351537
ADAMTSL5	-0.03194463045762
ADAP1	-0.237718817047858
ADAP2	0.12310513582642
ADAR	0.1023868885241
ADARB1	0.115122938118131
ADARB2	-0.0145124601542734
ADAT1	0.191236927393403
ADAT2	0.0544801261668961
ADAT3	-0.209075015204332
ADCK1	-0.141464276191362
ADCK2	-0.209623530117117
ADCK5	-0.149372427316143
ADCY1	-0.111267207158324
ADCY10	0.0252380132742824
ADCY10P1	0.00298550060252743
ADCY2	0.230485932607331
ADCY3	-0.0928949167426062
ADCY4	-0.0648233369647937
ADCY5	0.122347724578607
ADCY6	-0.0331416652560717
ADCY7	0.264965385020228
ADCY8	-0.0788463951294174
ADCY9	0.087747092803758
ADCYAP1	0.0645361509852477
ADCYAP1R1	0.18005730826611
ADD1	-0.0781115312975351
ADD2	0.061159728031268
ADD3	0.271385841115271
ADGB	-0.000951645252327469
ADGRA1	0.077077596127242
ADGRA2	0.110644545235913
ADGRA3	0.143039829709852
ADGRB1	-0.09394091456795
ADGRB2	-0.187471674093795
ADGRB3	0.0262368725345704
ADGRD1	0.136598773777488
ADGRD2	-0.0437509958840507
ADGRE1	0.0628238602603366
ADGRE2	0.19662430975713
ADGRE3	0.0907471294727526
ADGRE4P	0.130075248222754
ADGRE5	0.0232082806379479
ADGRF1	0.218628571979555
ADGRF2	0.0747765212408066
ADGRF3	0.0186261045137662
ADGRF4	0.0588694017589846
ADGRF5	0.205348330953575
ADGRG1	0.00977537396913153
ADGRG2	0.0709856497279271
ADGRG3	0.10820999524304
ADGRG4	0.0829321382872633
ADGRG5	0.0386193032698113
ADGRG6	0.293668625031175
ADGRG7	0.0039304301625717
ADGRL1	-0.212606646031037
ADGRL2	0.160924370410824
ADGRL3	0.133493385200082
ADGRL4	0.188342103062595
ADGRV1	0.127069913900151
ADH1A	0.0598539624514924
ADH1B	0.0298375048909903
ADH1C	0.0617016312017606
ADH4	0.0580876328252219
ADH5	0.113332132731289
ADH6	0.0527336215278179
ADH7	0.022913443329627
ADHFE1	-0.00587653378225583
ADI1	-0.0283892015237566
ADIG	-0.0080470494245059
ADIPOQ	0.037358687359614
ADIPOR1	-0.0599482358700668
ADIPOR2	-0.0326717084439375
ADIRF	-0.0866592842413316
ADK	0.0645727565965683
ADM	0.100750672522909
ADM2	-0.0491919896760067
ADM5	-0.109839107048875
ADNP	0.217625697511846
ADNP2	0.194229839395577
ADO	0.0842376804368505
ADORA1	-0.196421739033191
ADORA2A	0.0424433498780496
ADORA2A-AS1	0.0760224762752477
ADORA2B	0.146794264398252
ADORA3	0.0897297901598569
ADPGK	-0.112186199402569
ADPRH	0.107896443791201
ADPRHL1	-0.130793815376092
ADPRM	-0.0224810900556622
ADRA1A	0.00384725655334689
ADRA1B	-0.0383618802188753
ADRA1D	-0.0590833724249129
ADRA2A	0.0630917155528831
ADRA2B	-0.0554533491090344
ADRA2C	-0.0730069026316272
ADRB1	-0.00319602955260227
ADRB2	0.200405932117927
ADRB3	-0.0182665635443172
ADRM1	-0.248019937507086
ADSL	-0.0223298547181293
ADTRP	0.156658392743878
AEBP1	0.131707970607639
AEBP2	0.215526002313
AEN	-0.22574158100356
AFAP1	0.223422630927794
AFAP1-AS1	0.0597711237784602
AFAP1L1	0.0902371714957839
AFAP1L2	0.0557625765130229
AFDN	0.178350413362475
AFDN-DT	-0.0284384470237406
AFF1	0.269257863398685
AFF2	0.1988813258722
AFF3	-0.13478222709275
AFF4	0.248049662550435
AFG1L	0.166850769377023
AFG3L1P	-0.141324549873011
AFG3L2	0.0719752166706714
AFM	-0.0551132381293509
AFMID	-0.143974816532098
AFP	0.0912028535527381
AFTPH	0.162448389701899
AGA	-0.0389374716988868
AGAP1	0.213653622102918
AGAP11	0.00399388009410549
AGAP2	0.0224613274040894
AGAP2-AS1	-0.328242302829852
AGAP3	-0.370092067777273
AGAP4	-0.203628060098321
AGAP5	0.0016143033626673
AGAP6	-0.177200152456925
AGAP7P	-0.209392078770843
AGBL1	-0.0384716734751804
AGBL2	-0.191814295305729
AGBL3	0.0198415145917985
AGBL4	0.000289803034268923
AGBL5	-0.175866753909413
AGER	-0.217250006219764
AGFG1	0.342157662960107
AGFG2	-0.125908945529557
AGGF1	0.133802526809001
AGK	-0.00777982010353298
AGL	0.188458402606775
AGMAT	-0.0223745910941387
AGMO	0.0827691354060096
AGO1	0.136643761313401
AGO2	0.295758843978008
AGO3	0.213595298989353
AGO4	0.127933872822885
AGPAT1	-0.150659799944237
AGPAT2	-0.166570424663762
AGPAT3	-0.0763802163923656
AGPAT4	0.129330887041298
AGPAT4-IT1	0.184334901805507
AGPAT5	0.120272691434982
AGPS	0.0261632402551205
AGR2	-0.140159668204677
AGR3	-0.134585148644457
AGRN	-0.153633404204917
AGRP	0.0140483546428063
AGT	0.044901666060509
AGTPBP1	0.243044486362836
AGTR1	-0.0387262638465694
AGTR2	0.0378018562451775
AGTRAP	-0.163160925594666
AGXT	0.125021681766655
AGXT2	-0.092046394399506
AHCTF1	0.177559494602137
AHCY	-0.0748211707763247
AHCYL1	-0.0190125686805607
AHCYL2	-0.055354341765421
AHDC1	-0.0699014011206169
AHI1	0.0200680106198479
AHNAK	0.158722481288301
AHNAK2	0.128025536309609
AHR	0.350620617342358
AHRR	0.0547377388247383
AHSA1	-0.083119939468019
AHSA2P	-0.179490351194129
AHSG	-0.0312540750865616
AHSP	-0.0279699854758269
AICDA	0.0838871234604619
AIDA	0.0575867943993037
AIF1	0.0458039657282965
AIF1L	0.134650632693986
AIFM1	-0.0734858608823793
AIFM2	-0.21689656441541
AIFM3	-0.209255281791215
AIG1	-0.0544910983773164
AIM2	0.159446752654492
AIMP1	-0.1003171617948
AIMP2	-0.0877929651181529
AIP	-0.277004325097489
AIPL1	-0.0675471173482441
AIRE	-0.0277927520621441
AJAP1	-0.0306178391077802
AJM1	-0.0978189251401641
AJUBA	0.206998440510353
AK1	-0.274817465288664
AK2	-0.0636758753143968
AK3	0.0238110625571764
AK4	0.171026791983073
AK5	0.0991209659111862
AK7	0.0839796557069112
AK8	-0.0762011046419399
AK9	0.11382448050218
AKAIN1	-0.00298193971442162
AKAP1	0.0233974227927606
AKAP10	0.0737321270513444
AKAP11	0.279456321113414
AKAP12	0.219716818699099
AKAP13	0.184900020995284
AKAP14	0.0158712075776631
AKAP17A	-0.259666420460603
AKAP3	0.0698363441600545
AKAP4	0.0182265548518863
AKAP5	0.0851357608184352
AKAP6	0.162265455646577
AKAP7	0.0500031308440677
AKAP8	-0.141891796023028
AKAP8L	-0.337602770370434
AKAP9	0.113736292344043
AKIP1	-0.243665679010702
AKIRIN1	0.149985820762104
AKIRIN2	0.0482785283630476
AKNA	0.0851297743371538
AKNAD1	-0.0134778680074102
AKR1A1	-0.161938745403922
AKR1B1	0.0112008958084027
AKR1B10	0.18332530522969
AKR1B15	0.199532408495294
AKR1C1	0.0147595523933185
AKR1C2	0.0276053423720063
AKR1C3	-0.057864408583353
AKR1C4	-0.0780387687144587
AKR1C6P	0.0513587065136403
AKR1C8P	0.00365678937231852
AKR1D1	0.183791204759872
AKR1E2	0.146217724057126
AKR7A2	-0.258647176943572
AKR7A2P1	-0.0648574741460547
AKR7A3	-0.135963249856931
AKR7L	-0.22268599771508
AKT1	-0.178926341712228
AKT1S1	-0.354288211658176
AKT2	-0.18845070720945
AKT3	0.314812425464813
AKTIP	0.0546285350048
ALAD	0.0218657941790927
ALAS1	0.149341453586494
ALAS2	-0.0659801270961208
ALB	0.0356352084126584
ALCAM	0.0660113603399673
ALDH16A1	-0.264854590037602
ALDH18A1	0.0493234847902575
ALDH1A1	0.209528467679425
ALDH1A2	0.137718803482566
ALDH1A3	0.253859686886293
ALDH1B1	0.126050006502635
ALDH1L1	-0.0115396553426604
ALDH1L2	0.307256584509574
ALDH2	0.158819968972176
ALDH3A1	-0.0774529738665918
ALDH3A2	-0.02806612988185
ALDH3B1	-0.0376352497361192
ALDH3B2	0.0172118369143644
ALDH4A1	-0.0315449697216131
ALDH5A1	-0.123819897972869
ALDH6A1	0.0949754714297657
ALDH7A1	0.00671994244323209
ALDH8A1	-0.0693249365583884
ALDH9A1	0.0822824902409757
ALDOA	-0.0716141207930371
ALDOB	-0.0626699766330495
ALDOC	-0.0509353088120504
ALG1	-0.10973570902275
ALG10	0.206533802544841
ALG10B	0.0574736733441322
ALG11	0.184736935291707
ALG12	-0.19533193303165
ALG13	-0.0800093042901839
ALG14	-0.101683711383984
ALG1L	-0.0389643133319079
ALG1L2	-0.0168705264602339
ALG2	0.0929720064223312
ALG3	-0.149662023011439
ALG5	-0.0765469770332946
ALG6	0.0814677698080744
ALG8	-0.02678324677804
ALG9	0.161739415411988
ALK	0.149888077773813
ALKAL1	0.0408046199177899
ALKAL2	0.0687959358234735
ALKBH1	0.00970991035379418
ALKBH2	-0.298024636985049
ALKBH3	-0.126718328617702
ALKBH4	-0.314605377960868
ALKBH5	-0.136186206020575
ALKBH6	-0.346203906733966
ALKBH7	-0.356591140683887
ALKBH8	0.16227411981606
ALLC	-0.0532163636261185
ALMS1	0.195826205416098
ALMS1P1	-0.0410404569592874
ALOX12	-0.0878933487032958
ALOX12B	-0.0980201663989457
ALOX12P2	-0.18795807849339
ALOX15	0.229903077375055
ALOX15B	0.182666495066224
ALOX5	0.140747737657785
ALOX5AP	0.156687871041816
ALOXE3	-0.163725771604749
ALPG	-0.0154453982617016
ALPI	-0.163086623963609
ALPK1	0.187143391328122
ALPK2	0.224068930005152
ALPK3	0.175319099061614
ALPL	0.008843700772408
ALPP	-0.0227534464108223
ALS2	0.205118675905743
ALS2CL	-0.0366226238053245
ALX1	0.0625143179968784
ALX3	-0.0688055790761114
ALX4	0.108434424485184
ALYREF	-0.221293661474851
AMACR	0.09845454567994
AMBN	-0.0470310172006032
AMBP	-0.0206185242174747
AMBRA1	-0.0969777738290647
AMD1	0.214917563042313
AMDHD1	-0.0271191535209698
AMDHD2	-0.155426851216781
AMELX	0.0315638811796285
AMELY	-0.00333156640815285
AMER1	0.246912231107028
AMER2	0.00585465260743732
AMER3	-0.092705627536775
AMFR	-0.127010521195772
AMH	-0.135842187074382
AMHR2	-0.0585214116712386
AMIGO1	0.05813644637453
AMIGO2	0.147275752068615
AMIGO3	-0.191621162121171
AMMECR1	0.226078392701902
AMMECR1L	0.179997831703692
AMN	-0.162827586677851
AMN1	-0.074390198218796
AMOT	0.189183861834897
AMOTL1	0.266158299604905
AMOTL2	0.173290871990954
AMPD1	0.140729399149661
AMPD2	-0.163723365962211
AMPD3	0.0461754791833407
AMPH	0.0872772171336884
AMT	-0.136386270492034
AMTN	0.0834596770485313
AMY1A	-0.0307959360762087
AMY2A	-0.114797814707178
AMY2B	-0.0977380341937169
AMZ1	-0.0574324266452726
AMZ2	-0.176612873233779
AMZ2P1	-0.177486394616855
ANAPC1	0.262043774792
ANAPC10	0.0907207921391403
ANAPC11	-0.311854571780638
ANAPC13	0.00169271364535541
ANAPC15	-0.203413376224428
ANAPC16	-0.0944060975557529
ANAPC2	-0.278526757610393
ANAPC4	0.0311184960408302
ANAPC5	-0.245216379968458
ANAPC7	-0.0778238419280438
ANG	-0.121240121235261
ANGEL1	0.0431927779955343
ANGEL2	0.130029231429117
ANGPT1	0.225325548617623
ANGPT2	0.193097433814558
ANGPT4	0.0857653721400904
ANGPTL1	0.159990868812787
ANGPTL2	0.212482148012964
ANGPTL3	0.00323482067250663
ANGPTL4	-0.0196440703737116
ANGPTL5	0.0283847862372818
ANGPTL6	-0.0630123448865703
ANGPTL7	0.030907542284465
ANGPTL8	-0.146635471903409
ANK1	-0.113792041707455
ANK2	0.192569009636297
ANK3	0.193282500834523
ANKAR	0.0118930016716881
ANKDD1A	-0.00543788885292221
ANKEF1	0.127954879602079
ANKFN1	0.0414801339979949
ANKFY1	0.235033393340896
ANKH	0.116269304204534
ANKHD1	0.143111415365808
ANKHD1-EIF4EBP3	0.0372997633581811
ANKIB1	0.212742050078498
ANKK1	-0.0944435732303709
ANKLE1	-0.0563231652661899
ANKLE2	-0.136507988405944
ANKMY1	-0.183835021952309
ANKMY2	0.120300586273963
ANKRA2	-0.0807591741811359
ANKRD1	0.0717248297978459
ANKRD10	-0.0508937460429152
ANKRD11	-0.0635385829394747
ANKRD12	0.249968293737884
ANKRD13A	0.231720957846021
ANKRD13B	-0.140243602004479
ANKRD13C	0.158372136896582
ANKRD13D	-0.414372567851108
ANKRD16	-0.19239468041634
ANKRD17	0.262855673284177
ANKRD18DP	-0.0128996770330679
ANKRD19P	-0.126187907727469
ANKRD2	-0.146892550972018
ANKRD20A11P	-0.00107798366797526
ANKRD20A20P	-0.0438054832291504
ANKRD20A8P	-0.0859045486858796
ANKRD20A9P	0.0559722889384068
ANKRD22	0.0700553095874085
ANKRD23	-0.20002254892928
ANKRD24	-0.290132873040239
ANKRD26	0.0983581491277529
ANKRD26P1	-0.0476537641848374
ANKRD26P3	-0.0545375745125527
ANKRD27	0.168249091716003
ANKRD28	0.224328311616186
ANKRD29	-0.057286199109556
ANKRD30A	0.0855089043215848
ANKRD30B	0.0331390996570098
ANKRD30BL	0.00566923753827869
ANKRD30BP2	0.030007962608818
ANKRD31	0.0862079873422174
ANKRD33	0.0214831602285471
ANKRD34A	0.0351089005407904
ANKRD34B	0.155478509114895
ANKRD34C	0.136929823053452
ANKRD35	-0.0616972490024412
ANKRD36	-0.0313395090664752
ANKRD36B	0.108160900281684
ANKRD36BP1	0.284827060337916
ANKRD36BP2	0.098508284421589
ANKRD37	-0.0169716473845326
ANKRD39	-0.388076173466409
ANKRD40	0.0523738270235394
ANKRD40CL	-0.0479628787459862
ANKRD42	0.0440357178356795
ANKRD44	0.240961583606781
ANKRD45	0.133597441179971
ANKRD46	0.185214229703721
ANKRD49	0.116017782094376
ANKRD50	0.228542064159481
ANKRD52	0.0192120429250549
ANKRD53	-0.0168084666009548
ANKRD54	-0.222287274116998
ANKRD55	0.0415907209084911
ANKRD6	0.146236304177261
ANKRD65	0.0321318297831775
ANKRD66	0.0354923260409057
ANKRD7	0.0072011018724187
ANKRD9	-0.230414119801301
ANKS1A	0.130571139302539
ANKS1B	0.0741824070797855
ANKS3	-0.226498086512318
ANKS4B	0.105301553181863
ANKS6	0.0818294697655187
ANKUB1	0.0170306584216508
ANKZF1	-0.18051768187036
ANLN	0.128692830625179
ANO1	0.000694576081200055
ANO10	0.173452998736783
ANO2	0.00899290306019893
ANO3	0.123183582436148
ANO4	0.0336646065756671
ANO5	-0.0635900549073305
ANO6	0.380803797809299
ANO7	-0.136679703664757
ANO8	-0.213287337803209
ANO9	-0.350193746967033
ANOS1	0.102348855665505
ANP32A	-0.180327340616134
ANP32A-IT1	0.12766309393679
ANP32AP1	-0.14690796445066
ANP32B	-0.108434992696088
ANP32C	-0.125903730446313
ANP32D	0.0242508897252603
ANP32E	0.0210050211160959
ANPEP	0.0543535806077677
ANTXR1	0.304921378973341
ANTXR2	0.304732759734061
ANTXRL	-0.0382599477750958
ANXA1	0.207068330409589
ANXA10	-0.0201308069512397
ANXA11	-0.218940235037009
ANXA13	0.107127805979475
ANXA2	0.0316166181654988
ANXA2P1	0.0763492931100394
ANXA2P2	0.072321075547095
ANXA2P3	-0.0623588548327164
ANXA2R	-0.0413943904267563
ANXA3	0.166738812481363
ANXA4	0.212277777239335
ANXA5	0.0669998600299369
ANXA6	-0.206507855115432
ANXA7	0.133601060076008
ANXA8	0.00399476849142635
ANXA8L1	-0.024686653365819
ANXA9	-0.114237993735382
AOAH	0.145951676171825
AOC1	0.0463127225384485
AOC2	-0.0988282283223061
AOC3	0.0526812427553804
AOC4P	-0.0106210626716684
AOPEP	0.182592042713183
AOX1	0.219421371422621
AOX2P	-0.099680490761682
AP1AR	0.148274791211323
AP1B1	-0.0150649711280766
AP1G1	0.148259671739774
AP1G2	-0.208889509976304
AP1M1	-0.142169946516492
AP1M2	-0.242571166662872
AP1S1	-0.256573825868676
AP1S2	0.315159560237052
AP1S3	0.160029725043349
AP2A1	-0.270860283956658
AP2A2	-0.233851324745648
AP2B1	0.0225508495912348
AP2M1	-0.21279215482447
AP2S1	-0.213430634690982
AP3B1	0.118272251013882
AP3B2	-0.10237450828107
AP3D1	-0.190773732850058
AP3M1	0.151819194182247
AP3M2	0.0386683324832195
AP3S1	0.280376693655517
AP3S2	-0.0401704524323795
AP4B1	-0.149272595191476
AP4E1	0.137329429798927
AP4M1	-0.274244908842524
AP4S1	0.0588915768450302
AP5B1	-0.121325775974704
AP5M1	0.219666095892341
AP5S1	-0.0634237084570628
AP5Z1	-0.221872736333591
APAF1	0.19235098992193
APBA1	0.0886266096838993
APBA2	0.0559177384260101
APBA3	-0.30543708187888
APBB1	-0.0972556808963304
APBB1IP	0.127291083411113
APBB2	0.0221169018246364
APBB3	-0.216125948714157
APC	0.289190772434147
APC2	-0.14901222550611
APCDD1	0.152895669560658
APCDD1L	0.124998969946473
APCS	-0.0415554599829311
APEH	-0.103889432215158
APEX1	-0.107996302626546
APEX2	-0.0536452013596709
APH1A	-0.0345479474100243
APH1B	-0.0570895558215711
API5	0.170117667264789
APIP	-0.0710780782763984
APLF	0.17326592570422
APLN	0.0254719459197142
APLNR	0.00883130406794823
APLP1	-0.224656747650204
APLP2	0.0541939381016764
APMAP	0.109331720709912
APOA1	-0.197914741877536
APOA2	-0.050440517155188
APOA4	-0.0346885268213527
APOA5	-0.0681492517849023
APOB	0.0536232565457844
APOBEC1	-0.0834449892738435
APOBEC2	0.00577249543720438
APOBEC3A	0.0544808892287039
APOBEC3B	-0.00260641838245805
APOBEC3C	0.138268617964151
APOBEC3D	0.0341741577003312
APOBEC3F	-0.0384772699661884
APOBEC3G	0.0640097749141641
APOBEC3H	0.031757281960592
APOBEC4	0.0487343249958157
APOBR	-0.0490661292056662
APOC1	0.0137453577159238
APOC1P1	0.0412871228937072
APOC2	0.0398403621813984
APOC3	-0.102555062543463
APOC4	-0.0516418813390904
APOD	0.191930556817139
APOE	-0.10505376676119
APOF	0.0800941431351298
APOH	-0.0506119447071338
APOL1	0.0779982793374209
APOL2	-0.0329763337896064
APOL3	0.0312814879815778
APOL4	0.147709393298522
APOL5	-0.00240832097688885
APOL6	0.26632941920538
APOLD1	0.00180475280633458
APOM	-0.187946568319117
APOO	-0.0893809153411024
APOOL	0.255215507691253
APP	0.197521849191611
APPBP2	0.0811183901053564
APPL1	0.297052632343391
APPL2	0.176306841823025
APRT	-0.296180836813614
APTX	-0.120923365423345
AQP1	0.0458634248307794
AQP10	-0.0101844657319524
AQP11	-0.0877981629161332
AQP12A	0.0493820771520255
AQP12B	0.0182509946961595
AQP2	0.00225415188603657
