name	value
Blaye	369
Bourg	787
Saint-André-de-Cubzac	765
Saint-Ciers-sur-Gironde	138
Saint-Savin	574
Bègles	157
Blanquefort	704
Bordeaux	835
Carbon-Blanc	21
Cenon	69
Créon	140
Floirac	770
Gradignan	674
La Brède	481
Le Bouscat	670
Lormont	500
Mérignac  2e  Canton	291
Mérignac	300
Pessac	758
Saint-Médard-en-Jalles	766
Talence	837
Villenave-d'Ornon	362
Auros	374
Bazas	475
Cadillac	586
Captieux	204
Grignols	728
La Réole	610
Langon	710
Monségur	779
Pellegrue	471
Podensac	116
Saint-Macaire	81
Saint-Symphorien	239
Sauveterre-de-Guyenne	473
Targon	585
Villandraut	66
Castelnau-de-Médoc	791
Lesparre-Médoc	707
Pauillac	41
Saint-Laurent-Médoc	388
Saint-Vivien-de-Médoc	529
Branne	123
Castillon-la-Bataille	967
Coutras	776
Fronsac	620
Guîtres	905
Libourne	487
Lussac	582
Pujols	566
Sainte-Foy-la-Grande	436
Amou	257
Castets	572
Dax-Nord	44
Dax-Sud	834
Dax	187
Montfort-en-Chalosse	211
Mugron	555
Peyrehorade	964
Pouillon	578
Saint-Martin-de-Seignanx	765
Saint-Vincent-de-Tyrosse	65
Soustons	39
Tartas-Est	276
Tartas-Ouest	335
Tartas	48
Aire-sur-l'Adour	449
Gabarret	38
Geaune	548
Grenade-sur-l'Adour	906
Hagetmau	491
Labrit	936
Mimizan	703
Mont-de-Marsan-Nord	909
Mont-de-Marsan-Sud	787
Mont-de-Marsan	316
Morcenx	297
Parentis-en-Born	353
Pissos	346
Roquefort	71
Sabres	697
Saint-Sever	837
Sore	386
Villeneuve-de-Marsan	350
Agen-Nord-Est	191
Agen-Nord	870
Agen-Ouest	694
Agen-Sud-Est	190
Agen	528
Astaffort	643
Beauville	455
Laplume	456
Laroque-Timbaut	89
Port-Sainte-Marie	84
Prayssas	206
Puymirol	806
Bouglon	5
Castelmoron-sur-Lot	98
Duras	785
Lauzun	569
Le Mas-d'Agenais	384
Marmande-Est	606
Marmande-Ouest	747
Marmande	50
Meilhan-sur-Garonne	818
Seyches	572
Tonneins	616
Casteljaloux	773
Damazan	829
Francescas	744
Houeillès	275
Lavardac	490
Mézin	361
Nérac	751
Cancon	717
Castillonnès	475
Fumel	104
Monclar	164
Monflanquin	801
Penne-d'Agenais	128
Sainte-Livrade-sur-Lot	610
Tournon-d'Agenais	967
Villeneuve-sur-Lot-Nord	105
Villeneuve-sur-Lot-Sud	804
Villeneuve-sur-Lot	884
Villeréal	891
Anglet	339
Bayonne-Nord	194
Bayonne	27
Biarritz	295
Bidache	89
Espelette	723
Hasparren	929
Hendaye	630
Iholdy	622
La Bastide-Clairence	966
Saint-Étienne-de-Baïgorry	940
Saint-Jean-de-Luz	971
Saint-Jean-Pied-de-Port	546
Saint-Palais	623
Saint-Pierre-d'Irube	516
Ustaritz	552
Accous	652
Aramits	762
Arudy	84
Laruns	943
Lasseube	516
Mauléon-Licharre	171
Monein	467
Navarrenx	669
Oloron-Sainte-Marie-Est	376
Oloron-Sainte-Marie-Ouest	568
Oloron-Sainte-Marie	943
Sauveterre-de-Béarn	733
Tardets-Sorholus	439
Arthez-de-Béarn	739
Arzacq-Arraziguet	103
Billère	596
Garlin	171
Jurançon	92
Lacq	710
Lagor	739
Lembeye	649
Lescar	472
Montaner	818
Morlaàs	361
Nay-Est	767
Nay-Ouest	630
Nay	342
Orthez	93
Pau-Est	432
Pau-Ouest	709
Pau-Sud	4
Pau	738
Pontacq	415
Salies-de-Béarn	588
Thèze	649
Ébreuil	87
Cérilly	364
Commentry	423
Domérat-Montluçon-Nord-Ouest	898
Hérisson	210
Huriel	462
Marcillat-en-Combraille	118
Montluçon-Est (4e Canton)	231
Montluçon-Nord-Est (1er Canton)	985
Montluçon-Ouest (2e Canton)	934
Montluçon-Sud (3e Canton)	745
Montluçon	270
Montmarault	551
Bourbon-l'Archambault	781
Chantelle	160
Chevagnes	980
Dompierre-sur-Besbre	244
Le Montet	896
Lurcy-Lévis	770
Moulins-Ouest	382
Moulins-Sud	945
Moulins	339
Neuilly-le-Réal	638
Saint-Pourçain-sur-Sioule	689
Souvigny	601
Yzeure	628
Cusset-Nord	541
Cusset-Sud	894
Cusset	340
Escurolles	75
Gannat	959
Jaligny-sur-Besbre	563
Lapalisse	285
Le Donjon	477
Le Mayet-de-Montagne	209
Varennes-sur-Allier	481
Vichy	270
Arpajon-sur-Cère	40
Aurillac  2e  Canton	194
Aurillac  4e  Canton	125
Aurillac	769
Jussac	813
Laroquebrou	169
Maurs	954
Montsalvy	926
Saint-Cernin	84
Saint-Mamet-la-Salvetat	348
Vic-sur-Cère	468
Champs-sur-Tarentaine-Marchal	766
Mauriac	146
Pleaux	871
Riom-ès-Montagnes	656
Saignes	207
Salers	231
Allanche	518
Chaudes-Aigues	136
Condat	728
Massiac	19
Murat	81
Pierrefort	461
Ruynes-en-Margeride	690
Saint-Flour-Nord	865
Saint-Flour-Sud	93
Saint-Flour	774
Auzon	944
Blesle	18
Brioude-Nord	338
Brioude-Sud	293
Brioude	131
La Chaise-Dieu	934
Langeac	602
Lavoûte-Chilhac	883
Paulhaguet	364
Pinols	3
Saugues	884
Allègre	562
Alleyras	436
Cayres	22
Craponne-sur-Arzon	332
Fay-sur-Lignon	395
Le Monastier-sur-Gazeille	610
Le Puy-en-Velay-Est	215
Le Puy-en-Velay-Nord	214
Le Puy-en-Velay-Ouest	431
Le Puy-en-Velay-Sud-Est	11
Le Puy-en-Velay-Sud-Ouest	833
Le Puy-en-Velay	136
Loudes	158
Pradelles	390
Saint-Julien-Chapteuil	560
Saint-Paulien	589
Solignac-sur-Loire	672
Vorey	286
Aurec-sur-Loire	587
Bas-en-Basset	804
Monistrol-sur-Loire	176
Montfaucon-en-Velay	461
Retournac	909
Saint-Didier-en-Velay	712
Sainte-Sigolène	227
Tence	170
Yssingeaux	73
Ambert	452
Arlanc	235
Cunlhat	438
Olliergues	919
Saint-Amant-Roche-Savine	306
Saint-Anthème	130
Saint-Germain-l'Herm	740
Viverols	498
Aubière	910
Beaumont	346
Billom	635
Bourg-Lastic	895
Chamalières	288
Clermont-Ferrand	156
Cournon-d'Auvergne	256
Gerzat	95
Herment	347
Pont-du-Château	555
Rochefort-Montagne	138
Royat	969
Saint-Amant-Tallende	594
Saint-Dier-d'Auvergne	747
Vertaizon	497
Veyre-Monton	38
Vic-le-Comte	296
Ardes	355
Besse-et-Saint-Anastaise	535
Champeix	561
Issoire	312
Jumeaux	854
La Tour-d'Auvergne	721
Saint-Germain-Lembron	391
Sauxillanges	664
Tauves	107
Aigueperse	534
Combronde	571
Ennezat	677
Manzat	530
Menat	489
Montaigut	591
Pionsat	451
Pontaumur	804
Pontgibaud	820
Randan	929
Riom-Est	535
Riom-Ouest	535
Riom	804
Saint-Gervais-d'Auvergne	524
Châteldon	188
Courpière	483
Lezoux	25
Maringues	428
Saint-Rémy-sur-Durolle	201
Thiers	87
Étampes	602
Étréchy	231
Dourdan	142
La Ferté-Alais	34
Méréville	537
Saint-Chéron	650
Épinay-sous-Sénart	510
Évry-Nord	558
Évry-Sud	281
Évry	389
Brunoy	232
Corbeil-Essonnes-Ouest	942
Corbeil-Essonnes	712
Draveil	61
Grigny	507
Mennecy	96
Milly-la-Forêt	792
Montgeron	552
Morsang-sur-Orge	740
Ris-Orangis	465
Saint-Germain-lès-Corbeil	306
Vigneux-sur-Seine	673
Viry-Châtillon	2
Yerres	348
Arpajon	801
Athis-Mons	664
Bièvres	690
Brétigny-sur-Orge	119
Chilly-Mazarin	396
Gif-sur-Yvette	919
Juvisy-sur-Orge	80
Les Ulis	743
Limours	910
Longjumeau	258
Massy	549
Montlhéry	576
Orsay	786
Palaiseau	479
Saint-Michel-sur-Orge	574
Sainte-Geneviève-des-Bois	665
Savigny-sur-Orge	502
Villebon-sur-Yvette	234
Antony	160
Bagneux	84
Bourg-la-Reine	333
Châtenay-Malabry	652
Châtillon	161
Clamart	186
Fontenay-aux-Roses	178
Le Plessis-Robinson	167
Malakoff	836
Montrouge	269
Sceaux	91
Vanves	2
Boulogne-Billancourt	274
Chaville	79
Issy-les-Moulineaux	388
Meudon	713
Sèvres	592
Saint-Cloud	147
Asnières-sur-Seine	690
Bois-Colombes	832
Clichy	533
Colombes	657
Courbevoie	564
Garches	837
Gennevilliers	920
La Garenne-Colombes	559
Levallois-Perret	276
Nanterre	661
Neuilly-sur-Seine	674
Puteaux	954
Rueil-Malmaison	445
Suresnes	161
Villeneuve-la-Garenne	876
Paris, 11e arrondissement	741
Paris, 12e arrondissement	621
Paris, 12e arronissement	992
Paris, 13e arrondissement	952
Paris, 14e arrondissement	70
Paris, 15e arrondissement	495
Paris, 16e arrondissement	505
Paris, 17e arrondissement	58
Paris, 18e arrondissement	265
Paris, 19e arrondissement	818
Paris, 1er arrondissement	359
Paris, 20e arrondissement	21
Paris, 2e arrondissement	857
Paris, 3e arrondissement	731
Paris, 4e arrondissement	69
Paris, 5e arrondissement	920
Paris, 6e arrondissement	587
Paris, 7e arrondissement	94
Paris, 8e arrondissement	78
Paris, 9e arrondissement	524
Château-Landon	530
Fontainebleau	461
La Chapelle-la-Reine	513
Lorrez-le-Bocage-Préaux	944
Moret-sur-Loing	398
Nemours	309
Coulommiers	977
Crécy-la-Chapelle	936
Dammartin-en-Goële	625
La Ferté-sous-Jouarre	395
Lizy-sur-Ourcq	431
Meaux-Nord	570
Meaux-Sud	81
Meaux	844
Mitry-Mory	726
Brie-Comte-Robert	414
Combs-la-Ville	450
Le Châtelet-en-Brie	334
Le Mée-sur-Seine	394
Melun-Nord	692
Melun-Sud	818
Melun	340
Mormant	612
Perthes	985
Savigny-le-Temple	938
Tournan-en-Brie	477
Bray-sur-Seine	68
Donnemarie-Dontilly	905
La Ferté-Gaucher	986
Montereau-Fault-Yonne	648
Nangis	428
Provins	165
Rebais	879
Rozay-en-Brie	321
Villiers-Saint-Georges	322
Champs-sur-Marne	756
Chelles	662
Claye-Souilly	589
Lagny-sur-Marne	817
Noisiel	146
Pontault-Combault	933
Roissy-en-Brie	136
Thorigny-sur-Marne	625
Torcy	87
Vaires-sur-Marne	255
Bagnolet	49
Bobigny	170
Bondy	760
Drancy	854
Le Bourget	182
Les Lilas	576
Les Pavillons-sous-Bois	597
Montreuil	324
Noisy-le-Sec	759
Pantin	691
Romainville	484
Rosny-sous-Bois	274
Villemomble	955
Aulnay-sous-Bois	49
Gagny	170
Le Blanc-Mesnil	100
Le Raincy	427
Livry-Gargan	177
Montfermeil	241
Neuilly-Plaisance	890
Neuilly-sur-Marne	940
Noisy-le-Grand	913
Sevran	119
Tremblay-en-France	27
Villepinte	108
Épinay-sur-Seine	733
Aubervilliers	341
La Courneuve	874
Pierrefitte-sur-Seine	677
Saint-Denis-Sud	496
Saint-Denis	41
Saint-Ouen	609
Stains	970
Argenteuil	676
Bezons	13
Cormeilles-en-Parisis	800
Herblay	727
Sannois	296
Beauchamp	196
Beaumont-sur-Oise	809
Cergy-Nord	900
Cergy-Sud	624
Cergy	309
Eaubonne	85
Ermont	603
Franconville	683
L'Hautil	650
L'Isle-Adam	980
La Vallée-du-Sausseron	506
Magny-en-Vexin	967
Marines	927
Pontoise	734
Saint-Leu-la-Forêt	62
Saint-Ouen-l'Aumône	593
Taverny	49
Vigny	346
Écouen	736
Domont	172
Enghien-les-Bains	649
Garges-lès-Gonesse-Est	781
Garges-lès-Gonesse	133
Gonesse	842
Goussainville	113
Luzarches	815
Montmorency	828
Saint-Gratien	364
Sarcelles	707
Soisy-sous-Montmorency	833
Viarmes	203
Villiers-le-Bel	122
Alfortville	565
Boissy-Saint-Léger	646
Bonneuil-sur-Marne	25
Charenton-le-Pont	81
Choisy-le-Roi	751
Créteil	71
Ivry-sur-Seine	231
Maisons-Alfort	277
Orly	452
Saint-Maur-des-Fossés	888
Sucy-en-Brie	727
Valenton	693
Villecresnes	538
Villeneuve-le-Roi	595
Villeneuve-Saint-Georges	62
Vitry-sur-Seine	638
Arcueil	165
Cachan	627
Chevilly-Larue	475
Fresnes	889
Gentilly	677
L'Haÿ-les-Roses	963
Le Kremlin-Bicêtre	921
Thiais	137
Villejuif	966
Bry-sur-Marne	298
Champigny-sur-Marne	671
Chennevières-sur-Marne	636
Fontenay-sous-Bois	587
Joinville-le-Pont	963
Le Perreux-sur-Marne	774
Nogent-sur-Marne	214
Ormesson-sur-Marne	645
Saint-Mandé	79
Villiers-sur-Marne	170
Vincennes	809
Aubergenville	536
Bonnières-sur-Seine	686
Guerville	504
Houdan	310
Limay	260
Mantes-la-Jolie	919
Mantes-la-Ville	243
Meulan-en-Yvelines	304
Chevreuse	195
Maurepas	782
Montfort-l'Amaury	440
Rambouillet	609
Saint-Arnoult-en-Yvelines	262
Andrésy	715
Chatou	558
Conflans-Sainte-Honorine	565
Houilles	836
La Celle-Saint-Cloud	288
Le Pecq	933
Le Vésinet	22
Maisons-Laffitte	687
Marly-le-Roi	148
Poissy-Nord	1
Poissy-Sud	659
Poissy	242
Saint-Germain-en-Laye-Nord	476
Saint-Germain-en-Laye-Sud	933
Saint-Germain-en-Laye	574
Saint-Nom-la-Bretèche	121
Sartrouville	501
Triel-sur-Seine	407
Le Chesnay	904
Montigny-le-Bretonneux	462
Plaisir	851
Saint-Cyr-l'École	882
Trappes	152
Vélizy-Villacoublay	435
Versailles-Sud	384
Versailles	335
Viroflay	391
Balleroy	714
Bayeux	185
Caumont-l'Éventé	60
Isigny-sur-Mer	361
Ryes	890
Trévières	217
Évrecy	378
Bourguébus	721
Bretteville-sur-Laize	156
Cabourg	632
Caen  1er Canton	622
Caen  2e  Canton	45
Caen  4e  Canton	58
Caen  7e  Canton	414
Caen  8e  Canton	192
Caen 10e  Canton	299
Caen	838
Creully	876
Douvres-la-Délivrande	214
Falaise-Nord	935
Falaise-Sud	749
Falaise	968
Hérouville-Saint-Clair	292
Morteaux-Coulibœuf	934
Ouistreham	148
Thury-Harcourt	952
Tilly-sur-Seulles	457
Troarn	566
Villers-Bocage	350
Blangy-le-Château	507
Cambremer	433
Dozulé	91
Honfleur	476
Lisieux  1er Canton	642
Lisieux  2e  Canton	992
Lisieux  3e  Canton	568
Lisieux	785
Livarot	789
Mézidon-Canon	767
Orbec	759
Pont-l'Évêque	385
Saint-Pierre-sur-Dives	704
Trouville-sur-Mer	541
Aunay-sur-Odon	47
Condé-sur-Noireau	192
Le Bény-Bocage	295
Saint-Sever-Calvados	364
Vassy	16
Vire	792
Avranches	160
Barenton	863
Brécey	21
Ducey	631
Granville	154
Isigny-le-Buat	827
Jullouville	424
Juvigny-le-Tertre	411
La Haye-Pesnel	477
Le Teilleul	716
Mortain	260
Pontorson	825
Saint-Hilaire-du-Harcouët	469
Saint-James	400
Saint-Ovin	982
Saint-Pois	807
Sartilly	833
Sourdeval	611
Équeurdreville-Hainneville	123
Barneville-Carteret	6
Beaumont-Hague	423
Bricquebec	10
Cherbourg-Octeville-Sud-Ouest	823
Cherbourg-Octeville	248
Les Pieux	358
Montebourg	290
Quettehou	384
Saint-Pierre-Église	228
Saint-Sauveur-le-Vicomte	443
Sainte-Mère-Église	935
Tourlaville	433
Valognes	618
Bréhal	977
Cerisy-la-Salle	616
Coutances	65
Gavray	973
La Haye-du-Puits	164
Lessay	472
Montmartin-sur-Mer	337
Périers	121
Saint-Malo-de-la-Lande	998
Saint-Sauveur-Lendelin	83
Vesly	798
Canisy	118
Carentan	329
Marigny	473
Percy	979
Saint-Clair-sur-l'Elle	595
Saint-Jean-de-Daye	772
Saint-Lô-Est	78
Saint-Lô-Ouest	490
Saint-Lô	584
Tessy-sur-Vire	632
Torigni-sur-Vire	499
Villedieu-les-Poêles	933
Alençon  1er Canton	819
Alençon  3e  Canton	398
Alençon	502
Carrouges	240
Courtomer	464
Domfront	980
Juvigny-sous-Andaine	637
La Ferté-Macé	335
Le Mêle-sur-Sarthe	960
Passais	521
Sées	571
Écouché	376
Argentan-Est	54
Argentan-Ouest	356
Argentan	974
Athis-de-l'Orne	235
Briouze	713
Exmes	841
Flers-Nord	79
Flers-Sud	349
Flers	33
Gacé	914
La Ferté-Frênel	843
Le Merlerault	285
Messei	49
Mortrée	553
Putanges-Pont-Écrepin	589
Tinchebray	480
Trun	250
Vimoutiers	72
Bazoches-sur-Hoëne	852
Bellême	910
L'Aigle-Est	978
L'Aigle-Ouest	688
L'Aigle	843
Le Theil	733
Longny-au-Perche	717
Mortagne-au-Perche	997
Moulins-la-Marche	624
Nocé	858
Pervenchères	784
Rémalard	926
Tourouvre	982
Arnay-le-Duc	16
Beaune-Nord	444
Beaune-Sud	515
Beaune	917
Bligny-sur-Ouche	236
Liernais	529
Nolay	786
Nuits-Saint-Georges	103
Pouilly-en-Auxois	814
Saint-Jean-de-Losne	628
Seurre	298
Auxonne	182
Chenôve	636
Dijon  1er Canton	959
Dijon  2e  Canton	865
Dijon  5e  Canton	791
Dijon	2
Fontaine-Française	502
Fontaine-lès-Dijon	293
Genlis	259
Gevrey-Chambertin	146
Grancey-le-Château-Neuvelle	36
Is-sur-Tille	590
Mirebeau-sur-Bèze	508
Pontailler-sur-Saône	344
Saint-Seine-l'Abbaye	58
Selongey	996
Sombernon	338
Aignay-le-Duc	885
Baigneux-les-Juifs	205
Châtillon-sur-Seine	773
Laignes	706
Montbard	960
Montigny-sur-Aube	756
Précy-sous-Thil	810
Recey-sur-Ource	215
Saulieu	971
Semur-en-Auxois	793
Venarey-les-Laumes	633
Vitteaux	782
Château-Chinon (Ville)	788
Châtillon-en-Bazois	897
Fours	251
Luzy	200
Montsauche-les-Settons	205
Moulins-Engilbert	982
Brinon-sur-Beuvron	746
Clamecy	705
Corbigny	638
Lormes	87
Tannay	334
Varzy	248
Cosne-Cours-sur-Loire-Nord	32
Cosne-Cours-sur-Loire-Sud	939
Cosne-Cours-sur-Loire	628
Donzy	430
La Charité-sur-Loire	359
Pouilly-sur-Loire	845
Prémery	489
Saint-Amand-en-Puisaye	633
Decize	939
Dornes	25
Guérigny	856
Imphy	528
La Machine	470
Nevers-Est	461
Nevers-Nord	929
Nevers-Sud	943
Nevers	521
Pougues-les-Eaux	937
Saint-Benin-d'Azy	709
Saint-Pierre-le-Moûtier	947
Saint-Saulge	896
Épinac	346
Autun-Nord	293
Autun-Sud	236
Autun	926
Couches	960
Issy-l'Évêque	562
Le Creusot-Est	248
Le Creusot	749
Lucenay-l'Évêque	4
Mesvres	418
Montcenis	95
Saint-Léger-sous-Beuvray	180
Buxy	845
Chagny	272
Chalon-sur-Saône-Nord	782
Chalon-sur-Saône-Ouest	264
Chalon-sur-Saône-Sud	708
Chalon-sur-Saône	487
Givry	510
Mont-Saint-Vincent	956
Montceau-les-Mines-Sud	879
Montceau-les-Mines	371
Montchanin	299
Saint-Germain-du-Plain	107
Saint-Martin-en-Bresse	722
Sennecey-le-Grand	403
Verdun-sur-le-Doubs	153
Bourbon-Lancy	443
Charolles	380
Chauffailles	27
Digoin	227
Gueugnon	719
La Clayette	916
La Guiche	440
Marcigny	760
Palinges	101
Paray-le-Monial	208
Saint-Bonnet-de-Joux	180
Semur-en-Brionnais	686
Toulon-sur-Arroux	275
Beaurepaire-en-Bresse	832
Cuiseaux	566
Cuisery	169
Louhans	938
Montpont-en-Bresse	223
Montret	805
Pierre-de-Bresse	679
Saint-Germain-du-Bois	860
Cluny	101
La Chapelle-de-Guinchay	173
Lugny	569
Mâcon-Centre	199
Mâcon-Nord	173
Mâcon-Sud	978
Mâcon	324
Matour	459
Saint-Gengoux-le-National	538
Tournus	897
Tramayes	109
Aillant-sur-Tholon	559
Auxerre-Est	940
Auxerre-Nord	130
Auxerre-Sud-Ouest	136
Auxerre-Sud	120
Auxerre	15
Bléneau	575
Brienon-sur-Armançon	111
Chablis	386
Charny	859
Coulanges-la-Vineuse	816
Coulanges-sur-Yonne	108
Courson-les-Carrières	180
Joigny	38
Ligny-le-Châtel	783
Migennes	481
Monéteau	533
Saint-Fargeau	390
Saint-Florentin	89
Saint-Sauveur-en-Puisaye	591
Seignelay	370
Toucy	967
Vermenton	637
Ancy-le-Franc	701
Avallon	385
Cruzy-le-Châtel	849
Flogny-la-Chapelle	473
Guillon	689
L'Isle-sur-Serein	544
Noyers	492
Quarré-les-Tombes	49
Tonnerre	188
Vézelay	27
Cerisiers	918
Chéroy	156
Pont-sur-Yonne	361
Saint-Julien-du-Sault	42
Sens-Nord-Est	888
Sens-Ouest	758
Sens-Sud-Est	683
Sens	653
Sergines	247
Villeneuve-l'Archevêque	570
Villeneuve-sur-Yonne	331
Évran	349
Broons	198
Caulnes	924
Collinée	43
Dinan-Est	66
Dinan-Ouest	172
Dinan	474
Jugon-les-Lacs	997
Matignon	690
Merdrignac	347
Plélan-le-Petit	993
Plancoët	295
Ploubalay	804
Bégard	75
Belle-Isle-en-Terre	937
Bourbriac	876
Callac	259
Gouarec	534
Guingamp	632
Mûr-de-Bretagne	492
Maël-Carhaix	217
Plouagat	679
Pontrieux	160
Rostrenen	65
Saint-Nicolas-du-Pélem	718
La Roche-Derrien	17
Lézardrieux	828
Lannion	400
Perros-Guirec	67
Plestin-les-Grèves	578
Plouaret	511
Tréguier	553
Étables-sur-Mer	288
Châtelaudren	871
Corlay	449
La Chèze	86
Lamballe	304
Langueux	688
Lanvollon	444
Loudéac	759
Moncontour	86
Paimpol	490
Plœuc-sur-Lié	267
Pléneuf-Val-André	736
Plérin	63
Ploufragan	711
Plouguenast	722
Plouha	868
Quintin	228
Saint-Brieuc	202
Uzel	221
Brest-Cavale-Blanche-Bohars-Guilers	884
Brest-L'Hermitage-Gouesnou	917
Brest-Plouzané	187
Brest	594
Daoulas	883
Guipavas	637
Landerneau	600
Lannilis	843
Lesneven	71
Ouessant	872
Plabennec	877
Ploudalmézeau	730
Ploudiry	378
Saint-Renan	363
Carhaix-Plouguer	517
Châteaulin	652
Châteauneuf-du-Faou	535
Crozon	526
Huelgoat	447
Le Faou	519
Pleyben	962
Landivisiau	755
Lanmeur	197
Morlaix	131
Plouescat	999
Plouigneau	886
Plouzévédé	153
Saint-Pol-de-Léon	978
Saint-Thégonnec	777
Sizun	573
Taulé	904
Arzano	796
Bannalec	293
Briec	420
Concarneau	72
Douarnenez	621
Fouesnant	14
Guilvinec	944
Plogastel-Saint-Germain	529
Pont-Aven	412
Pont-Croix	774
Pont-l'Abbé	319
Quimper  2e  Canton	635
Quimper  3e  Canton	368
Quimper	974
Quimperlé	235
Rosporden	289
Scaër	305
Antrain	294
Argentré-du-Plessis	186
Châteaubourg	137
Fougères-Nord	520
Fougères-Sud	647
Fougères	572
La Guerche-de-Bretagne	481
Louvigné-du-Désert	630
Retiers	594
Saint-Aubin-du-Cormier	131
Saint-Brice-en-Coglès	717
Vitré-Est	410
Vitré-Ouest	860
Vitré	866
Bain-de-Bretagne	837
Grand-Fougeray	346
Guichen	405
Le Sel-de-Bretagne	810
Maure-de-Bretagne	570
Pipriac	634
Redon	769
Bécherel	189
Betton	373
Bruz	620
Cesson-Sévigné	341
Châteaugiron	484
Hédé	566
Janzé	53
Liffré	77
Montauban-de-Bretagne	239
Montfort-sur-Meu	165
Mordelles	216
Plélan-le-Grand	288
Rennes-Nord-Ouest	999
Rennes-Sud-Est	345
Rennes-Sud-Ouest	225
Rennes	41
Saint-Aubin-d'Aubigné	886
Saint-Méen-le-Grand	518
Cancale	49
Châteauneuf-d'Ille-et-Vilaine	954
Combourg	672
Dinard	357
Dol-de-Bretagne	616
Pleine-Fougères	600
Saint-Malo-Sud	776
Saint-Malo	903
Tinténiac	876
Auray	767
Belle-Île	874
Belz	962
Groix	512
Hennebont	397
Lanester	725
Lorient	607
Ploemeur	620
Plouay	280
Pluvigner	552
Pont-Scorff	417
Port-Louis	104
Quiberon	496
Baud	916
Cléguérec	23
Gourin	266
Guémené-sur-Scorff	942
Josselin	681
Le Faouët	612
Locminé	188
Pontivy	294
Rohan	756
Saint-Jean-Brévelay	863
Allaire	364
Elven	900
Grand-Champ	788
Guer	530
La Gacilly	717
La Roche-Bernard	168
La Trinité-Porhoët	976
Malestroit	26
Mauron	857
Muzillac	867
Ploërmel	605
Questembert	774
Rochefort-en-Terre	289
Sarzeau	639
Vannes-Est	448
Vannes-Ouest	238
Vannes	642
Baugy	886
Bourges	485
Chârost	244
Henrichemont	786
Léré	267
Les Aix-d'Angillon	639
Levet	717
Saint-Doulchard	596
Saint-Martin-d'Auxigny	370
Sancergues	306
Sancerre	472
Vailly-sur-Sauldre	402
Châteaumeillant	675
Châteauneuf-sur-Cher	725
Charenton-du-Cher	202
Dun-sur-Auron	501
La Guerche-sur-l'Aubois	68
Le Châtelet	993
Lignières	42
Nérondes	47
Saint-Amand-Montrond	132
Sancoins	245
Saulzais-le-Potier	656
Argent-sur-Sauldre	158
Aubigny-sur-Nère	858
Graçay	818
La Chapelle-d'Angillon	414
Lury-sur-Arnon	300
Mehun-sur-Yèvre	339
Vierzon  2e  Canton	784
Vierzon	300
Bonneval	629
Brou	266
Châteaudun	172
Cloyes-sur-le-Loir	735
Orgères-en-Beauce	416
Auneau	808
Chartres-Nord-Est	192
Chartres-Sud-Est	142
Chartres-Sud-Ouest	381
Chartres	342
Courville-sur-Eure	756
Illiers-Combray	187
Janville	192
Lucé	643
Maintenon	671
Mainvilliers	574
Voves	465
Anet	713
Brezolles	600
Châteauneuf-en-Thymerais	542
Dreux-Est	487
Dreux-Ouest	786
Dreux-Sud	493
Dreux	981
