name	value
德化县	312
金门县	888
石狮市	537
晋江市	564
南安市	378
芗城区	119
龙文区	980
云霄县	431
漳浦县	109
诏安县	348
长泰县	648
东山县	144
南靖县	394
平和县	365
华安县	650
龙海市	144
延平区	589
建阳区	543
顺昌县	525
浦城县	443
光泽县	449
松溪县	910
政和县	341
邵武市	665
武夷山市	826
建瓯市	274
新罗区	259
永定区	375
长汀县	381
上杭县	733
武平县	728
连城县	307
漳平市	708
蕉城区	811
霞浦县	766
古田县	317
屏南县	41
寿宁县	634
周宁县	205
柘荣县	900
福安市	339
福鼎市	419
东湖区	364
青云谱区	45
青山湖区	790
新建区	324
红谷滩区	453
南昌县	686
安义县	633
进贤县	227
昌江区	934
珠山区	718
浮梁县	59
乐平市	414
安源区	789
湘东区	117
莲花县	302
上栗县	113
芦溪县	246
濂溪区	163
浔阳区	322
柴桑区	781
武宁县	516
修水县	796
永修县	110
德安县	154
都昌县	289
湖口县	875
彭泽县	3
瑞昌市	847
共青城市	343
庐山市	778
渝水区	204
分宜县	606
月湖区	30
余江区	543
贵溪市	844
章贡区	637
南康区	157
赣县区	867
信丰县	79
大余县	380
上犹县	393
崇义县	20
安远县	538
龙南县	404
定南县	326
全南县	918
宁都县	174
于都县	37
兴国县	868
会昌县	645
寻乌县	282
石城县	495
瑞金市	497
吉州区	662
青原区	911
吉安县	971
吉水县	366
峡江县	198
新干县	56
永丰县	13
泰和县	575
遂川县	914
万安县	973
安福县	71
永新县	270
井冈山市	710
袁州区	843
奉新县	115
万载县	212
上高县	738
宜丰县	228
靖安县	358
铜鼓县	905
丰城市	876
樟树市	506
高安市	340
临川区	304
东乡区	884
南城县	715
黎川县	446
南丰县	749
崇仁县	929
乐安县	246
宜黄县	10
金溪县	168
资溪县	731
广昌县	513
信州区	642
广丰区	630
广信区	160
玉山县	718
铅山县	833
横峰县	378
弋阳县	408
余干县	584
鄱阳县	969
万年县	613
婺源县	355
德兴市	535
历下区	763
市中区	559
槐荫区	575
天桥区	822
历城区	474
长清区	732
章丘区	884
济阳区	123
莱芜区	479
钢城区	400
平阴县	29
商河县	616
市南区	816
市北区	898
黄岛区	740
崂山区	453
李沧区	348
城阳区	331
即墨区	23
胶州市	265
平度市	684
莱西市	431
淄川区	237
张店区	678
博山区	383
临淄区	711
周村区	837
桓台县	763
高青县	814
沂源县	261
薛城区	333
峄城区	434
台儿庄区	666
山亭区	455
滕州市	958
东营区	383
河口区	107
垦利区	749
利津县	923
广饶县	741
芝罘区	950
福山区	306
牟平区	658
莱山区	141
长岛县	652
龙口市	50
莱阳市	198
莱州市	473
蓬莱市	954
招远市	764
栖霞市	463
海阳市	201
潍城区	216
寒亭区	2
坊子区	320
奎文区	418
临朐县	606
昌乐县	930
青州市	852
诸城市	123
寿光市	614
安丘市	964
高密市	271
昌邑市	426
任城区	71
兖州区	962
微山县	793
鱼台县	105
金乡县	240
嘉祥县	317
汶上县	613
泗水县	215
梁山县	796
曲阜市	703
邹城市	754
泰山区	193
岱岳区	19
宁阳县	431
东平县	134
新泰市	866
肥城市	45
环翠区	587
文登区	910
荣成市	847
乳山市	85
东港区	345
岚山区	157
五莲县	454
莒县	201
兰山区	106
罗庄区	778
沂南县	991
郯城县	770
沂水县	47
兰陵县	994
费县	44
平邑县	82
莒南县	384
蒙阴县	203
临沭县	672
德城区	743
陵城区	36
宁津县	43
庆云县	572
临邑县	263
齐河县	119
平原县	163
夏津县	502
武城县	429
乐陵市	322
禹城市	201
东昌府区	536
茌平区	262
阳谷县	70
莘县	635
东阿县	307
冠县	252
高唐县	315
临清市	460
滨城区	70
沾化区	72
惠民县	379
阳信县	658
无棣县	761
博兴县	409
邹平市	880
牡丹区	317
定陶区	886
曹县	441
单县	505
成武县	152
巨野县	554
郓城县	745
鄄城县	397
东明县	226
中原区	216
二七区	73
管城回族区	655
金水区	852
上街区	577
惠济区	21
中牟县	679
巩义市	424
荥阳市	507
新密市	251
新郑市	699
登封市	652
龙亭区	491
顺河回族区	735
禹王台区	981
祥符区	327
杞县	37
通许县	278
尉氏县	419
兰考县	588
老城区	615
西工区	840
瀍河回族区	686
涧西区	912
吉利区	710
洛龙区	56
孟津县	302
新安县	563
栾川县	404
嵩县	374
汝阳县	933
宜阳县	752
洛宁县	875
伊川县	90
偃师市	122
卫东区	920
石龙区	834
湛河区	232
宝丰县	418
叶县	329
鲁山县	906
郏县	494
舞钢市	295
汝州市	294
文峰区	309
北关区	440
殷都区	925
龙安区	162
安阳县	950
汤阴县	649
滑县	285
内黄县	429
林州市	571
鹤山区	997
山城区	653
淇滨区	227
浚县	816
淇县	18
红旗区	563
卫滨区	926
凤泉区	896
牧野区	38
新乡县	655
获嘉县	198
原阳县	541
延津县	103
封丘县	279
卫辉市	111
辉县市	431
长垣市	277
解放区	201
中站区	864
马村区	509
山阳区	616
修武县	559
博爱县	886
武陟县	280
温县	718
沁阳市	750
孟州市	266
华龙区	470
清丰县	376
南乐县	366
范县	923
台前县	758
濮阳县	126
魏都区	764
建安区	607
鄢陵县	343
襄城县	129
禹州市	774
长葛市	606
源汇区	75
郾城区	443
召陵区	458
舞阳县	904
临颍县	531
湖滨区	213
陕州区	369
渑池县	306
卢氏县	606
义马市	558
灵宝市	665
宛城区	103
卧龙区	537
南召县	512
方城县	275
西峡县	738
镇平县	783
内乡县	318
淅川县	679
社旗县	925
唐河县	320
新野县	991
桐柏县	378
邓州市	164
梁园区	608
睢阳区	806
民权县	544
睢县	473
宁陵县	209
柘城县	744
虞城县	375
夏邑县	63
永城市	881
浉河区	458
平桥区	609
罗山县	839
光山县	870
新县	818
商城县	795
固始县	440
潢川县	356
淮滨县	659
息县	345
川汇区	518
淮阳区	847
扶沟县	52
西华县	734
商水县	3
沈丘县	975
郸城县	335
太康县	518
鹿邑县	450
项城市	384
驿城区	159
西平县	734
上蔡县	345
平舆县	328
正阳县	135
确山县	99
泌阳县	72
汝南县	401
遂平县	10
新蔡县	335
济源市	472
江岸区	460
江汉区	910
硚口区	646
汉阳区	320
武昌区	447
洪山区	854
东西湖区	993
汉南区	902
蔡甸区	140
江夏区	182
黄陂区	457
新洲区	434
黄石港区	325
西塞山区	733
下陆区	437
铁山区	93
阳新县	592
大冶市	82
茅箭区	635
张湾区	329
郧阳区	176
郧西县	771
竹山县	526
竹溪县	652
房县	459
丹江口市	957
西陵区	31
伍家岗区	144
点军区	256
猇亭区	995
夷陵区	521
远安县	846
兴山县	911
秭归县	645
长阳土家族自治县	424
五峰土家族自治县	472
宜都市	180
当阳市	562
枝江市	635
襄城区	661
樊城区	139
襄州区	536
南漳县	525
谷城县	392
保康县	105
老河口市	252
枣阳市	810
宜城市	480
梁子湖区	495
华容区	85
鄂城区	72
东宝区	446
掇刀区	480
沙洋县	493
钟祥市	948
京山市	454
孝南区	500
孝昌县	205
大悟县	624
云梦县	187
应城市	761
安陆市	16
汉川市	748
沙市区	2
荆州区	87
公安县	253
监利县	702
江陵县	414
石首市	89
洪湖市	890
松滋市	304
黄州区	69
团风县	374
红安县	215
罗田县	357
英山县	709
浠水县	680
蕲春县	614
黄梅县	807
麻城市	159
武穴市	213
咸安区	424
嘉鱼县	10
通城县	40
崇阳县	416
通山县	861
赤壁市	962
曾都区	153
随县	355
广水市	593
恩施市	110
利川市	617
建始县	200
巴东县	26
宣恩县	93
咸丰县	674
来凤县	167
鹤峰县	642
仙桃市	626
潜江市	377
天门市	821
神农架林区	730
芙蓉区	492
天心区	420
岳麓区	75
开福区	20
雨花区	249
望城区	666
长沙县	736
浏阳市	625
宁乡市	28
荷塘区	878
芦淞区	277
石峰区	43
天元区	504
渌口区	524
攸县	608
茶陵县	51
炎陵县	799
醴陵市	41
雨湖区	688
岳塘区	675
湘潭县	963
湘乡市	214
韶山市	885
珠晖区	381
雁峰区	683
石鼓区	194
蒸湘区	36
南岳区	935
衡阳县	894
衡南县	316
衡山县	770
衡东县	685
祁东县	148
耒阳市	740
常宁市	701
双清区	303
大祥区	486
北塔区	732
新邵县	480
邵阳县	844
隆回县	781
洞口县	434
绥宁县	634
新宁县	638
城步苗族自治县	385
武冈市	440
邵东市	691
岳阳楼区	543
云溪区	181
君山区	143
岳阳县	141
华容县	970
湘阴县	121
平江县	332
汨罗市	638
临湘市	469
武陵区	856
鼎城区	661
安乡县	41
汉寿县	848
澧县	552
临澧县	895
桃源县	77
石门县	358
津市市	654
武陵源区	214
慈利县	854
桑植县	944
资阳区	173
赫山区	48
南县	154
桃江县	371
安化县	462
沅江市	479
北湖区	905
苏仙区	858
桂阳县	552
宜章县	21
永兴县	375
嘉禾县	158
临武县	907
汝城县	554
桂东县	819
安仁县	302
资兴市	238
零陵区	862
冷水滩区	919
祁阳县	343
东安县	383
双牌县	550
道县	985
江永县	178
宁远县	43
蓝山县	141
新田县	763
江华瑶族自治县	205
鹤城区	705
中方县	441
沅陵县	419
辰溪县	353
溆浦县	490
会同县	183
麻阳苗族自治县	445
新晃侗族自治县	831
芷江侗族自治县	825
靖州苗族侗族自治县	23
通道侗族自治县	848
洪江市	836
娄星区	567
双峰县	693
新化县	487
冷水江市	527
涟源市	37
吉首市	163
泸溪县	998
凤凰县	962
花垣县	585
保靖县	88
古丈县	333
永顺县	800
龙山县	453
荔湾区	590
越秀区	287
海珠区	795
天河区	373
白云区	902
黄埔区	898
番禺区	925
花都区	41
南沙区	313
从化区	114
增城区	263
武江区	646
浈江区	631
曲江区	683
始兴县	512
仁化县	347
翁源县	281
乳源瑶族自治县	454
新丰县	264
乐昌市	383
南雄市	657
罗湖区	272
福田区	593
宝安区	326
龙岗区	285
盐田区	36
龙华区	925
坪山区	431
光明区	994
香洲区	613
斗门区	346
金湾区	588
龙湖区	405
金平区	32
濠江区	820
潮阳区	737
潮南区	703
澄海区	767
南澳县	935
禅城区	859
南海区	115
顺德区	324
三水区	632
高明区	637
蓬江区	36
江海区	236
新会区	781
台山市	686
开平市	270
鹤山市	166
恩平市	567
赤坎区	599
霞山区	48
坡头区	994
麻章区	699
遂溪县	869
徐闻县	694
廉江市	18
雷州市	653
吴川市	678
茂南区	99
电白区	881
高州市	179
化州市	388
信宜市	993
端州区	741
鼎湖区	808
高要区	294
广宁县	922
怀集县	615
封开县	577
德庆县	968
四会市	14
惠城区	647
惠阳区	797
博罗县	856
惠东县	363
龙门县	147
梅江区	757
梅县区	440
大埔县	19
丰顺县	307
五华县	490
平远县	565
蕉岭县	651
兴宁市	588
海丰县	807
陆河县	884
陆丰市	412
源城区	656
紫金县	304
龙川县	788
连平县	700
和平县	963
东源县	7
江城区	179
阳东区	294
阳西县	584
阳春市	281
清城区	108
清新区	204
佛冈县	228
阳山县	978
连山壮族瑶族自治县	810
连南瑶族自治县	324
英德市	610
连州市	863
东莞市	69
中山市	252
湘桥区	782
潮安区	105
饶平县	563
榕城区	400
揭东区	548
揭西县	181
惠来县	401
普宁市	417
云城区	464
云安区	743
新兴县	636
郁南县	153
罗定市	779
兴宁区	849
青秀区	530
江南区	885
西乡塘区	628
良庆区	623
邕宁区	86
武鸣区	815
隆安县	543
马山县	505
上林县	443
宾阳县	102
横县	138
城中区	159
鱼峰区	388
柳南区	216
柳北区	63
柳江区	185
柳城县	355
鹿寨县	282
融安县	212
融水苗族自治县	885
三江侗族自治县	719
秀峰区	635
叠彩区	98
象山区	200
七星区	532
雁山区	39
临桂区	280
阳朔县	144
灵川县	604
全州县	744
兴安县	554
永福县	184
灌阳县	884
龙胜各族自治县	183
资源县	938
平乐县	912
恭城瑶族自治县	524
荔浦市	126
万秀区	590
长洲区	61
龙圩区	951
苍梧县	677
藤县	77
蒙山县	699
岑溪市	674
海城区	447
银海区	835
铁山港区	573
合浦县	305
港口区	622
防城区	457
上思县	705
东兴市	346
钦南区	830
钦北区	411
灵山县	304
浦北县	944
港北区	811
港南区	797
覃塘区	412
平南县	80
桂平市	821
玉州区	484
福绵区	549
容县	726
陆川县	927
博白县	441
兴业县	200
北流市	666
右江区	380
田阳区	137
田东县	44
德保县	405
那坡县	100
凌云县	978
乐业县	697
田林县	369
西林县	314
隆林各族自治县	744
靖西市	430
平果市	264
八步区	843
平桂区	497
昭平县	593
钟山县	559
富川瑶族自治县	87
金城江区	642
宜州区	85
南丹县	129
天峨县	256
凤山县	392
东兰县	479
罗城仫佬族自治县	226
环江毛南族自治县	769
巴马瑶族自治县	634
都安瑶族自治县	983
大化瑶族自治县	680
兴宾区	330
忻城县	849
象州县	437
武宣县	511
金秀瑶族自治县	67
合山市	993
江州区	894
扶绥县	227
宁明县	435
龙州县	998
大新县	126
天等县	496
凭祥市	947
秀英区	426
琼山区	412
美兰区	378
海棠区	434
吉阳区	470
天涯区	526
崖州区	122
三沙市	478
儋州市	220
五指山市	548
琼海市	446
文昌市	794
万宁市	440
东方市	646
