date	obs	mod	month	model
1998-01-02 19:00:00	241	146.983026846633	1	model 1
1998-01-02 20:00:00	212	161.613227056902	1	model 1
1998-01-02 21:00:00	148	NA	1	model 1
1998-01-02 22:00:00	147	75.1631082853701	1	model 1
1998-01-02 23:00:00	134	66.9976809929282	1	model 1
1998-01-03 00:00:00	156	55.7404867007544	1	model 1
1998-01-03 01:00:00	NA	43.3732129432725	1	model 1
1998-01-03 02:00:00	58	66.908692956231	1	model 1
1998-01-03 03:00:00	52	95.035697899951	1	model 1
1998-01-03 04:00:00	45	92.0847642343788	1	model 1
1998-01-03 05:00:00	35	147.809740272432	1	model 1
1998-01-03 06:00:00	51	110.109458252866	1	model 1
1998-01-03 07:00:00	80	162.573180027526	1	model 1
1998-01-03 08:00:00	95	161.335075237672	1	model 1
1998-01-03 09:00:00	132	161.622598821343	1	model 1
1998-01-03 10:00:00	109	157.357082160417	1	model 1
1998-01-03 11:00:00	127	213.881240043976	1	model 1
1998-01-03 12:00:00	150	175.959176570172	1	model 1
1998-01-03 13:00:00	151	157.094561989417	1	model 1
1998-01-03 14:00:00	143	173.996630458897	1	model 1
1998-01-03 15:00:00	203	165.843611072918	1	model 1
1998-01-03 16:00:00	171	150.752208785165	1	model 1
1998-01-03 17:00:00	156	120.658963007272	1	model 1
1998-01-03 18:00:00	151	145.933083015644	1	model 1
1998-01-03 19:00:00	149	181.348911137647	1	model 1
1998-01-03 20:00:00	130	179.953745879719	1	model 1
1998-01-03 21:00:00	105	NA	1	model 1
1998-01-03 22:00:00	146	109.662719461887	1	model 1
1998-01-03 23:00:00	169	141.178226339491	1	model 1
1998-01-04 00:00:00	162	108.674586343183	1	model 1
1998-01-04 01:00:00	NA	90.4462414732865	1	model 1
1998-01-04 02:00:00	78	90.2261279171773	1	model 1
1998-01-04 03:00:00	113	89.7943553268752	1	model 1
1998-01-04 04:00:00	113	56.6355308838101	1	model 1
1998-01-04 05:00:00	86	66.712195600769	1	model 1
1998-01-04 06:00:00	94	170.977147952966	1	model 1
1998-01-04 07:00:00	103	193.361942262507	1	model 1
1998-01-04 08:00:00	44	89.5839923983699	1	model 1
1998-01-04 09:00:00	56	91.4300221257111	1	model 1
1998-01-04 10:00:00	155	162.867622946159	1	model 1
1998-01-04 11:00:00	188	135.715183308313	1	model 1
1998-01-04 12:00:00	84	133.261222764591	1	model 1
1998-01-04 13:00:00	86	130.944314416546	1	model 1
1998-01-04 14:00:00	146	118.221110924847	1	model 1
1998-01-04 15:00:00	123	115.200092478222	1	model 1
1998-01-04 16:00:00	116	84.6675071053071	1	model 1
1998-01-04 17:00:00	107	101.195889686422	1	model 1
1998-01-04 18:00:00	123	79.9791286572831	1	model 1
1998-01-04 19:00:00	97	99.0131936714175	1	model 1
1998-01-04 20:00:00	91	94.7843310681613	1	model 1
1998-01-04 21:00:00	94	NA	1	model 1
1998-01-04 22:00:00	86	63.2936702001317	1	model 1
1998-01-04 23:00:00	78	76.7827594024792	1	model 1
1998-01-05 00:00:00	88	82.3847622182167	1	model 1
1998-01-05 01:00:00	NA	139.267106892623	1	model 1
1998-01-05 02:00:00	54	282.771701369514	1	model 1
1998-01-05 03:00:00	53	285.115306671235	1	model 1
1998-01-05 04:00:00	69	238.18929726667	1	model 1
1998-01-05 05:00:00	111	175.185144081698	1	model 1
1998-01-05 06:00:00	259	211.115279083279	1	model 1
1998-01-05 07:00:00	281	421.613941403749	1	model 1
1998-01-05 08:00:00	211	248.65967929857	1	model 1
1998-01-05 09:00:00	165	228.88579138159	1	model 1
1998-01-05 10:00:00	196	282.783584577943	1	model 1
1998-01-05 11:00:00	398	267.882582249231	1	model 1
1998-01-05 12:00:00	248	254.73032755558	1	model 1
1998-01-05 13:00:00	209	175.051347600756	1	model 1
1998-01-05 14:00:00	262	131.328919066603	1	model 1
1998-01-05 15:00:00	239	75.974203772846	1	model 1
1998-01-05 16:00:00	251	100.868604422741	1	model 1
1998-01-05 17:00:00	168	128.361674483185	1	model 1
1998-01-05 18:00:00	118	214.859483119508	1	model 1
1998-01-05 19:00:00	61	162.085393560301	1	model 1
1998-01-05 20:00:00	85	163.082038388422	1	model 1
1998-01-05 21:00:00	132	NA	1	model 1
1998-01-05 22:00:00	188	144.394206584926	1	model 1
1998-01-05 23:00:00	178	141.979978649397	1	model 1
1998-01-06 00:00:00	152	147.611874820673	1	model 1
1998-01-06 01:00:00	NA	197.569798191577	1	model 1
1998-01-06 02:00:00	129	326.859826751501	1	model 1
1998-01-06 03:00:00	131	417.805611305295	1	model 1
1998-01-06 04:00:00	123	451.692954641574	1	model 1
1998-01-06 05:00:00	176	389.103261621847	1	model 1
1998-01-06 06:00:00	327	292.167972533003	1	model 1
1998-01-06 07:00:00	408	223.537745718412	1	model 1
1998-01-06 08:00:00	440	243.074847725147	1	model 1
1998-01-06 09:00:00	368	240.111805531954	1	model 1
1998-01-06 10:00:00	300	160.528377106628	1	model 1
1998-01-06 11:00:00	226	169.737951598272	1	model 1
1998-01-06 12:00:00	231	157.663388267235	1	model 1
1998-01-06 13:00:00	238	173.417823876058	1	model 1
1998-01-06 14:00:00	134	302.558140601577	1	model 1
1998-01-06 15:00:00	157	188.016053903119	1	model 1
1998-01-06 16:00:00	162	171.229174163528	1	model 1
1998-01-06 17:00:00	171	147.545273894788	1	model 1
1998-01-06 18:00:00	278	188.592545898991	1	model 1
1998-01-06 19:00:00	168	149.606995819831	1	model 1
1998-01-06 20:00:00	169	131.662694352687	1	model 1
1998-01-06 21:00:00	129	97.9501686902421	1	model 1
1998-01-06 22:00:00	169	82.3677086081331	1	model 1
1998-01-06 23:00:00	140	66.2907528373071	1	model 1
1998-01-07 00:00:00	108	86.1888532322884	1	model 1
1998-01-07 01:00:00	92	120.509744597709	1	model 1
1998-01-07 02:00:00	79	184.637336893503	1	model 1
1998-01-07 03:00:00	78	248.622971524167	1	model 1
1998-01-07 04:00:00	78	236.311387048574	1	model 1
1998-01-07 05:00:00	110	263.946676524279	1	model 1
1998-01-07 06:00:00	186	264.099095970021	1	model 1
1998-01-07 07:00:00	250	229.467338691718	1	model 1
1998-01-07 08:00:00	233	250.953492266261	1	model 1
1998-01-07 09:00:00	245	219.9309080854	1	model 1
1998-01-07 10:00:00	250	233.048887963193	1	model 1
1998-01-07 11:00:00	222	273.395297412455	1	model 1
1998-01-07 12:00:00	238	222.479572637732	1	model 1
1998-01-07 13:00:00	211	242.037002793707	1	model 1
1998-01-07 14:00:00	219	234.938087649014	1	model 1
1998-01-07 15:00:00	265	350.90843977976	1	model 1
1998-01-07 16:00:00	190	329.072766692168	1	model 1
1998-01-07 17:00:00	214	190.852706662166	1	model 1
1998-01-07 18:00:00	220	164.740746572979	1	model 1
1998-01-07 19:00:00	357	157.322772122006	1	model 1
1998-01-07 20:00:00	318	159.507733023499	1	model 1
1998-01-07 21:00:00	175	97.5301709583068	1	model 1
1998-01-07 22:00:00	154	80.201940438623	1	model 1
1998-01-07 23:00:00	142	83.5219110643617	1	model 1
1998-01-08 00:00:00	137	77.2943430767828	1	model 1
1998-01-08 01:00:00	98	144.561515518244	1	model 1
1998-01-08 02:00:00	82	217.225321831288	1	model 1
1998-01-08 03:00:00	76	283.043779007035	1	model 1
1998-01-08 04:00:00	73	249.394687024271	1	model 1
1998-01-08 05:00:00	126	206.484795860017	1	model 1
1998-01-08 06:00:00	206	192.538805294195	1	model 1
1998-01-08 07:00:00	268	199.719763219201	1	model 1
1998-01-08 08:00:00	236	215.301701332086	1	model 1
1998-01-08 09:00:00	202	195.178125887719	1	model 1
1998-01-08 10:00:00	181	189.08640873697	1	model 1
1998-01-08 11:00:00	181	221.564891886428	1	model 1
1998-01-08 12:00:00	220	169.148535456874	1	model 1
1998-01-08 13:00:00	191	138.032028884318	1	model 1
1998-01-08 14:00:00	186	184.748281490285	1	model 1
1998-01-08 15:00:00	206	139.552479072211	1	model 1
1998-01-08 16:00:00	163	170.019253792261	1	model 1
1998-01-08 17:00:00	135	184.329452878101	1	model 1
1998-01-08 18:00:00	157	147.400883692384	1	model 1
1998-01-08 19:00:00	126	140.24243923227	1	model 1
1998-01-08 20:00:00	173	98.247606826926	1	model 1
1998-01-08 21:00:00	162	77.5904195199825	1	model 1
1998-01-08 22:00:00	153	60.8538851826674	1	model 1
1998-01-08 23:00:00	124	86.0888203608705	1	model 1
1998-01-09 00:00:00	105	62.601896278194	1	model 1
1998-01-09 01:00:00	71	97.0602118539024	1	model 1
1998-01-09 02:00:00	52	131.435246016954	1	model 1
1998-01-09 03:00:00	54	194.623243454373	1	model 1
1998-01-09 04:00:00	47	199.343977686573	1	model 1
1998-01-09 05:00:00	76	210.532923603584	1	model 1
1998-01-09 06:00:00	146	190.585424923399	1	model 1
1998-01-09 07:00:00	186	276.310613660104	1	model 1
1998-01-09 08:00:00	192	NA	1	model 1
1998-01-09 09:00:00	189	NA	1	model 1
1998-01-09 10:00:00	200	NA	1	model 1
1998-01-09 11:00:00	266	NA	1	model 1
1998-01-09 12:00:00	NA	NA	1	model 1
1998-01-09 13:00:00	NA	NA	1	model 1
1998-01-09 14:00:00	NA	168.743178634209	1	model 1
1998-01-09 15:00:00	NA	231.225863554808	1	model 1
1998-01-09 16:00:00	NA	316.428586733444	1	model 1
1998-01-09 17:00:00	NA	197.146007526986	1	model 1
1998-01-09 18:00:00	164	236.78711987614	1	model 1
1998-01-09 19:00:00	225	231.776325955179	1	model 1
1998-01-09 20:00:00	299	297.913451259292	1	model 1
1998-01-09 21:00:00	206	317.953042751366	1	model 1
1998-01-09 22:00:00	223	215.567924858479	1	model 1
1998-01-09 23:00:00	232	197.655826785258	1	model 1
1998-01-10 00:00:00	291	161.02243769168	1	model 1
1998-01-10 01:00:00	322	114.406274420247	1	model 1
1998-01-10 02:00:00	204	191.963088868559	1	model 1
1998-01-10 03:00:00	202	247.627989622912	1	model 1
1998-01-10 04:00:00	139	196.809151637312	1	model 1
1998-01-10 05:00:00	101	204.036598696164	1	model 1
1998-01-10 06:00:00	182	367.972215296966	1	model 1
1998-01-10 07:00:00	227	328.898763243289	1	model 1
1998-01-10 08:00:00	185	264.451714709408	1	model 1
1998-01-10 09:00:00	195	258.891858695817	1	model 1
1998-01-10 10:00:00	354	243.215211920508	1	model 1
1998-01-10 11:00:00	332	192.902910254869	1	model 1
1998-01-10 12:00:00	256	204.286989725842	1	model 1
1998-01-10 13:00:00	262	226.508638229954	1	model 1
1998-01-10 14:00:00	217	262.531020294673	1	model 1
1998-01-10 15:00:00	171	210.504304756317	1	model 1
1998-01-10 16:00:00	176	280.176068420524	1	model 1
1998-01-10 17:00:00	224	167.081600317271	1	model 1
1998-01-10 18:00:00	230	213.587333614011	1	model 1
1998-01-10 19:00:00	199	176.471196569397	1	model 1
1998-01-10 20:00:00	268	221.707172289539	1	model 1
1998-01-10 21:00:00	167	216.129186581072	1	model 1
1998-01-10 22:00:00	210	223.045975659578	1	model 1
1998-01-10 23:00:00	148	206.867767767324	1	model 1
1998-01-11 00:00:00	224	140.040901625028	1	model 1
1998-01-11 01:00:00	201	157.409794651332	1	model 1
1998-01-11 02:00:00	209	283.550663281374	1	model 1
1998-01-11 03:00:00	186	323.679994777889	1	model 1
1998-01-11 04:00:00	132	127.121998588974	1	model 1
1998-01-11 05:00:00	159	252.556335876286	1	model 1
1998-01-11 06:00:00	257	167.665453567908	1	model 1
1998-01-11 07:00:00	313	167.143811532285	1	model 1
1998-01-11 08:00:00	132	200.149377207405	1	model 1
1998-01-11 09:00:00	220	199.617995184709	1	model 1
1998-01-11 10:00:00	165	152.644233221051	1	model 1
1998-01-11 11:00:00	173	171.647046878337	1	model 1
1998-01-11 12:00:00	198	144.249967551758	1	model 1
1998-01-11 13:00:00	200	158.11872480974	1	model 1
1998-01-11 14:00:00	154	277.021535298659	1	model 1
1998-01-11 15:00:00	149	306.207202032064	1	model 1
1998-01-11 16:00:00	125	218.192372789514	1	model 1
1998-01-11 17:00:00	156	195.894797313662	1	model 1
1998-01-11 18:00:00	266	131.426343960053	1	model 1
1998-01-11 19:00:00	290	167.921934931609	1	model 1
1998-01-11 20:00:00	227	188.69886193676	1	model 1
1998-01-11 21:00:00	190	96.8049459321384	1	model 1
1998-01-11 22:00:00	110	99.2493448383164	1	model 1
1998-01-11 23:00:00	171	82.9878471668597	1	model 1
1998-01-12 00:00:00	169	61.9291172157594	1	model 1
1998-01-12 01:00:00	101	120.503314128021	1	model 1
1998-01-12 02:00:00	92	237.771334825149	1	model 1
1998-01-12 03:00:00	60	267.049258860172	1	model 1
1998-01-12 04:00:00	63	222.88841813066	1	model 1
1998-01-12 05:00:00	98	250.919669575327	1	model 1
1998-01-12 06:00:00	219	257.992062248918	1	model 1
1998-01-12 07:00:00	247	219.92416573299	1	model 1
1998-01-12 08:00:00	206	233.868871737053	1	model 1
1998-01-12 09:00:00	244	324.90256203608	1	model 1
1998-01-12 10:00:00	244	491.002937735496	1	model 1
1998-01-12 11:00:00	196	342.860488039674	1	model 1
1998-01-12 12:00:00	228	279.868549787018	1	model 1
1998-01-12 13:00:00	312	175.281985450855	1	model 1
1998-01-12 14:00:00	475	158.823572860114	1	model 1
1998-01-12 15:00:00	311	187.669592309805	1	model 1
1998-01-12 16:00:00	270	174.732416528854	1	model 1
1998-01-12 17:00:00	180	151.209033780813	1	model 1
1998-01-12 18:00:00	153	151.054397691143	1	model 1
1998-01-12 19:00:00	166	127.070331093222	1	model 1
1998-01-12 20:00:00	164	89.8008239810772	1	model 1
1998-01-12 21:00:00	144	93.3248577659882	1	model 1
1998-01-12 22:00:00	149	72.5366245248138	1	model 1
1998-01-12 23:00:00	116	89.5033558041762	1	model 1
1998-01-13 00:00:00	98	81.6114981680789	1	model 1
1998-01-13 01:00:00	77	76.9983699875386	1	model 1
1998-01-13 02:00:00	61	84.5532281303602	1	model 1
1998-01-13 03:00:00	79	119.200170871091	1	model 1
1998-01-13 04:00:00	66	150.113137519051	1	model 1
1998-01-13 05:00:00	74	115.998998039752	1	model 1
1998-01-13 06:00:00	101	147.021359063015	1	model 1
1998-01-13 07:00:00	107	147.515630940033	1	model 1
1998-01-13 08:00:00	131	232.759097904791	1	model 1
1998-01-13 09:00:00	119	174.202849297096	1	model 1
1998-01-13 10:00:00	135	164.720756703771	1	model 1
1998-01-13 11:00:00	138	130.150816274703	1	model 1
1998-01-13 12:00:00	205	130.656253274553	1	model 1
1998-01-13 13:00:00	165	128.443069516416	1	model 1
1998-01-13 14:00:00	146	111.338593666578	1	model 1
1998-01-13 15:00:00	134	87.5895153855007	1	model 1
1998-01-13 16:00:00	123	62.6089090020648	1	model 1
1998-01-13 17:00:00	92	30.9631963203479	1	model 1
1998-01-13 18:00:00	95	53.5771060388248	1	model 1
1998-01-13 19:00:00	80	65.6497012182174	1	model 1
1998-01-13 20:00:00	67	50.4015823747398	1	model 1
1998-01-13 21:00:00	48	45.5176183435181	1	model 1
1998-01-13 22:00:00	46	219.390881676813	1	model 1
1998-01-13 23:00:00	47	104.111059609171	1	model 1
1998-01-14 00:00:00	39	73.1020271050927	1	model 1
1998-01-14 01:00:00	42	71.3390718422472	1	model 1
1998-01-14 02:00:00	208	71.4393786595053	1	model 1
1998-01-14 03:00:00	72	185.789424483718	1	model 1
1998-01-14 04:00:00	58	228.610032970049	1	model 1
1998-01-14 05:00:00	71	252.595911634435	1	model 1
1998-01-14 06:00:00	58	283.094095260556	1	model 1
1998-01-14 07:00:00	160	183.870535818023	1	model 1
1998-01-14 08:00:00	220	NA	1	model 1
1998-01-14 09:00:00	242	289.193058251853	1	model 1
1998-01-14 10:00:00	271	354.065025435612	1	model 1
1998-01-14 11:00:00	184	389.87918655143	1	model 1
1998-01-14 12:00:00	NA	448.06545142824	1	model 1
1998-01-14 13:00:00	297	411.685695361634	1	model 1
1998-01-14 14:00:00	362	414.714158141775	1	model 1
1998-01-14 15:00:00	389	444.552892538964	1	model 1
1998-01-14 16:00:00	446	346.603049621788	1	model 1
1998-01-14 17:00:00	398	262.226644145802	1	model 1
1998-01-14 18:00:00	434	238.878282837653	1	model 1
1998-01-14 19:00:00	423	280.018036924708	1	model 1
1998-01-14 20:00:00	338	168.901792792296	1	model 1
1998-01-14 21:00:00	261	92.2609445367532	1	model 1
1998-01-14 22:00:00	245	65.8874741902889	1	model 1
1998-01-14 23:00:00	272	48.8878768357583	1	model 1
1998-01-15 00:00:00	159	42.8498351786109	1	model 1
1998-01-15 01:00:00	95	105.223550799579	1	model 1
1998-01-15 02:00:00	46	208.431395731184	1	model 1
1998-01-15 03:00:00	40	327.739835506513	1	model 1
1998-01-15 04:00:00	37	344.57761917232	1	model 1
1998-01-15 05:00:00	71	277.222767168276	1	model 1
1998-01-15 06:00:00	193	337.227746607597	1	model 1
1998-01-15 07:00:00	321	297.082232031029	1	model 1
1998-01-15 08:00:00	349	492.172425032941	1	model 1
1998-01-15 09:00:00	251	431.365353787874	1	model 1
1998-01-15 10:00:00	312	511.008030898228	1	model 1
1998-01-15 11:00:00	276	462.85933294871	1	model 1
1998-01-15 12:00:00	471	466.268513314957	1	model 1
1998-01-15 13:00:00	430	518.070735447419	1	model 1
1998-01-15 14:00:00	504	491.03878313748	1	model 1
1998-01-15 15:00:00	435	548.635328580186	1	model 1
1998-01-15 16:00:00	444	608.961418122946	1	model 1
1998-01-15 17:00:00	508	320.227839014102	1	model 1
1998-01-15 18:00:00	477	321.099129334534	1	model 1
1998-01-15 19:00:00	535	254.472625468284	1	model 1
1998-01-15 20:00:00	587	217.467949365264	1	model 1
1998-01-15 21:00:00	316	190.533913200661	1	model 1
1998-01-15 22:00:00	312	131.721053329441	1	model 1
1998-01-15 23:00:00	250	102.146555732619	1	model 1
1998-01-16 00:00:00	208	128.735172461238	1	model 1
1998-01-16 01:00:00	172	172.820083792807	1	model 1
1998-01-16 02:00:00	106	270.039646387954	1	model 1
1998-01-16 03:00:00	101	439.748875410266	1	model 1
1998-01-16 04:00:00	108	419.19741351495	1	model 1
1998-01-16 05:00:00	160	267.598606511253	1	model 1
1998-01-16 06:00:00	275	196.467536879401	1	model 1
1998-01-16 07:00:00	410	118.311237280092	1	model 1
1998-01-16 08:00:00	418	107.138511003615	1	model 1
1998-01-16 09:00:00	272	110.540157284115	1	model 1
1998-01-16 10:00:00	188	158.975718967902	1	model 1
1998-01-16 11:00:00	113	118.081019877011	1	model 1
1998-01-16 12:00:00	91	125.04109225146	1	model 1
1998-01-16 13:00:00	96	106.9456566487	1	model 1
1998-01-16 14:00:00	125	85.2428174834063	1	model 1
1998-01-16 15:00:00	116	90.5750437014806	1	model 1
1998-01-16 16:00:00	108	108.954440132825	1	model 1
1998-01-16 17:00:00	108	172.538733483026	1	model 1
1998-01-16 18:00:00	69	323.488492372834	1	model 1
1998-01-16 19:00:00	75	456.671046424931	1	model 1
1998-01-16 20:00:00	92	382.250866764812	1	model 1
1998-01-16 21:00:00	158	356.094667273372	1	model 1
1998-01-16 22:00:00	316	311.939171451935	1	model 1
1998-01-16 23:00:00	435	259.670096871076	1	model 1
1998-01-17 00:00:00	364	179.568084198648	1	model 1
1998-01-17 01:00:00	340	169.491073434815	1	model 1
1998-01-17 02:00:00	307	189.809863831209	1	model 1
1998-01-17 03:00:00	244	269.19031831793	1	model 1
1998-01-17 04:00:00	182	315.897853932354	1	model 1
1998-01-17 05:00:00	145	336.290087869473	1	model 1
1998-01-17 06:00:00	181	322.14941227657	1	model 1
1998-01-17 07:00:00	269	274.944810947213	1	model 1
1998-01-17 08:00:00	314	294.077142841323	1	model 1
1998-01-17 09:00:00	324	268.071877098739	1	model 1
1998-01-17 10:00:00	306	260.521674101883	1	model 1
1998-01-17 11:00:00	269	307.996718005278	1	model 1
1998-01-17 12:00:00	285	350.26601864522	1	model 1
1998-01-17 13:00:00	257	364.198528464337	1	model 1
1998-01-17 14:00:00	236	286.316403568032	1	model 1
1998-01-17 15:00:00	293	247.872763126218	1	model 1
1998-01-17 16:00:00	341	291.22400974004	1	model 1
1998-01-17 17:00:00	342	283.3598551445	1	model 1
1998-01-17 18:00:00	263	240.915411438602	1	model 1
1998-01-17 19:00:00	232	209.341158127092	1	model 1
1998-01-17 20:00:00	282	144.748784890876	1	model 1
1998-01-17 21:00:00	271	158.494175789293	1	model 1
1998-01-17 22:00:00	215	96.0900222644985	1	model 1
1998-01-17 23:00:00	188	80.3946964899677	1	model 1
1998-01-18 00:00:00	146	57.7360796747436	1	model 1
1998-01-18 01:00:00	149	51.3966700416382	1	model 1
1998-01-18 02:00:00	75	59.9120964284492	1	model 1
1998-01-18 03:00:00	64	70.1826780362642	1	model 1
1998-01-18 04:00:00	48	76.6027038468216	1	model 1
1998-01-18 05:00:00	36	55.8806785591301	1	model 1
1998-01-18 06:00:00	46	166.572040057059	1	model 1
1998-01-18 07:00:00	58	193.287920761364	1	model 1
1998-01-18 08:00:00	63	191.593069037648	1	model 1
1998-01-18 09:00:00	60	175.600522788038	1	model 1
1998-01-18 10:00:00	161	226.499584178329	1	model 1
1998-01-18 11:00:00	184	232.544553488457	1	model 1
1998-01-18 12:00:00	189	201.184424304249	1	model 1
1998-01-18 13:00:00	178	187.380507557995	1	model 1
1998-01-18 14:00:00	203	210.707426639147	1	model 1
1998-01-18 15:00:00	234	199.271978445405	1	model 1
1998-01-18 16:00:00	196	161.626155914776	1	model 1
1998-01-18 17:00:00	190	151.017659078557	1	model 1
1998-01-18 18:00:00	195	150.778625243737	1	model 1
1998-01-18 19:00:00	180	151.971449861491	1	model 1
1998-01-18 20:00:00	136	69.8538976708025	1	model 1
1998-01-18 21:00:00	131	44.7073727595094	1	model 1
1998-01-18 22:00:00	145	42.6518124694326	1	model 1
1998-01-18 23:00:00	141	12.2727627752777	1	model 1
1998-01-19 00:00:00	67	35.5154052690502	1	model 1
1998-01-19 01:00:00	31	33.6927738433267	1	model 1
1998-01-19 02:00:00	22	39.7311580888812	1	model 1
1998-01-19 03:00:00	23	37.7534147998895	1	model 1
1998-01-19 04:00:00	16	66.8892814649989	1	model 1
1998-01-19 05:00:00	19	73.3977698004982	1	model 1
1998-01-19 06:00:00	32	66.2370632729568	1	model 1
1998-01-19 07:00:00	49	77.9693644807175	1	model 1
1998-01-19 08:00:00	60	82.0235105640763	1	model 1
1998-01-19 09:00:00	63	74.6144332365211	1	model 1
1998-01-19 10:00:00	72	84.1642840114794	1	model 1
1998-01-19 11:00:00	77	76.348428528414	1	model 1
1998-01-19 12:00:00	70	61.8830700190437	1	model 1
1998-01-19 13:00:00	78	69.6372347811892	1	model 1
1998-01-19 14:00:00	68	80.3321124731214	1	model 1
1998-01-19 15:00:00	65	59.8793746241454	1	model 1
1998-01-19 16:00:00	63	73.8282304401579	1	model 1
1998-01-19 17:00:00	64	74.5687976584612	1	model 1
1998-01-19 18:00:00	70	46.9359798706836	1	model 1
1998-01-19 19:00:00	59	51.959733930219	1	model 1
1998-01-19 20:00:00	59	36.7314234839777	1	model 1
1998-01-19 21:00:00	44	45.452633224515	1	model 1
1998-01-19 22:00:00	36	43.3760888036361	1	model 1
1998-01-19 23:00:00	33	32.0027189062636	1	model 1
1998-01-20 00:00:00	27	32.8272170789188	1	model 1
1998-01-20 01:00:00	20	47.0799120916401	1	model 1
1998-01-20 02:00:00	21	70.1190433037429	1	model 1
1998-01-20 03:00:00	22	79.3745893732859	1	model 1
1998-01-20 04:00:00	20	101.273926515641	1	model 1
1998-01-20 05:00:00	32	104.859340787501	1	model 1
1998-01-20 06:00:00	47	105.550444846556	1	model 1
1998-01-20 07:00:00	62	132.658324902346	1	model 1
1998-01-20 08:00:00	106	137.143912753261	1	model 1
1998-01-20 09:00:00	98	162.244688510103	1	model 1
1998-01-20 10:00:00	99	154.199169689968	1	model 1
1998-01-20 11:00:00	116	165.106636807576	1	model 1
1998-01-20 12:00:00	107	178.882113274451	1	model 1
1998-01-20 13:00:00	153	205.227595660327	1	model 1
1998-01-20 14:00:00	135	226.868412316079	1	model 1
1998-01-20 15:00:00	157	219.258339100298	1	model 1
1998-01-20 16:00:00	162	184.358682000095	1	model 1
1998-01-20 17:00:00	187	199.698937136244	1	model 1
1998-01-20 18:00:00	213	221.247732457165	1	model 1
1998-01-20 19:00:00	211	320.650758215141	1	model 1
1998-01-20 20:00:00	183	299.03978695752	1	model 1
1998-01-20 21:00:00	197	272.003212616368	1	model 1
1998-01-20 22:00:00	232	410.318878033546	1	model 1
1998-01-20 23:00:00	299	429.64705588747	1	model 1
1998-01-21 00:00:00	287	404.806656244451	1	model 1
1998-01-21 01:00:00	273	356.28825177997	1	model 1
1998-01-21 02:00:00	394	396.141489088257	1	model 1
1998-01-21 03:00:00	419	577.301844088446	1	model 1
1998-01-21 04:00:00	410	512.917961033319	1	model 1
1998-01-21 05:00:00	350	316.535304043062	1	model 1
1998-01-21 06:00:00	379	337.524935361127	1	model 1
1998-01-21 07:00:00	578	379.717785333225	1	model 1
1998-01-21 08:00:00	488	407.207470932576	1	model 1
1998-01-21 09:00:00	308	423.462238614865	1	model 1
1998-01-21 10:00:00	344	459.720570649869	1	model 1
1998-01-21 11:00:00	368	512.137172160223	1	model 1
1998-01-21 12:00:00	395	369.265106545615	1	model 1
1998-01-21 13:00:00	403	210.225842012593	1	model 1
1998-01-21 14:00:00	446	241.99539823172	1	model 1
1998-01-21 15:00:00	490	273.293763019918	1	model 1
