var1	var2	var3	var4	var5	var6
0.563272073	0.737259248	1.542986858	4.409623763	3.90166411	7.55787261
-1.228313853	1.569032398	3.12472017	6.440634708	4.202512736	6.780312329
1.26533548	0.990095789	2.99838502	5.264941584	7.760713145	5.448052973
-1.231300447	0.367064155	5.012729307	6.193950517	4.5505646	5.918553045
1.542231027	2.613933523	3.695040737	4.756561207	3.021852561	4.803768249
-1.218108352	1.543003297	3.122813527	3.330213625	4.671958051	4.762878651
-0.374773562	0.965490083	2.064551062	4.84636028	4.176628528	6.99196273
0.891087603	4.242491234	1.057703669	4.770807312	4.443083955	4.484802976
0.123459338	2.425802842	2.103259312	4.446893537	3.732778598	5.120355561
-1.547612086	2.936374248	2.847331011	4.020314185	5.385994689	6.669201206
0.277969129	1.406670527	1.776702179	3.206396487	5.15623899	6.56748728
-0.603493244	1.328398486	4.706763375	4.611240548	3.504372544	5.988582705
-0.876543164	1.842942091	2.213087368	3.240740377	4.760871602	6.479596491
-0.381503766	1.794105908	3.130844155	3.35468388	4.578230477	5.324798102
-0.218184652	3.039492903	3.805095057	4.253640925	4.336383425	6.299990378
-1.418669286	0.560425913	3.524928567	5.317658955	7.424871539	6.454998173
-1.043450106	0.981477835	1.89052012	4.21829452	5.392582028	4.703012693
-1.344158447	1.289294391	3.422357476	4.249738331	6.052860023	7.077197088
0.865988713	2.391488241	3.060275875	2.158378492	4.164343909	4.784268221
0.414121455	2.016844929	2.292947248	2.111570539	5.644967605	6.654077739
-0.923537765	2.009707798	2.278628846	4.398400689	4.243279878	5.636699675
-0.685901659	-0.375183352	2.902191049	6.15554192	3.292850267	7.994791675
-0.061404708	1.442333307	2.360964201	3.237344555	3.835711359	4.024922359
-1.136387978	2.416815461	2.718470416	5.522592536	7.155289909	4.241399491
0.534920628	2.198786985	2.609950592	4.014785657	2.684995861	5.724947099
0.630248304	1.269881407	3.895929019	4.392284091	4.878920319	4.54664839
-0.490186377	4.059615682	4.556855178	5.024352429	3.775338312	5.299676841
-0.89939022	1.246861768	3.279288555	3.181289383	3.291256683	6.721705099
0.416587618	2.873549717	4.103140288	5.118901924	5.150163099	5.936041769
1.070411487	2.789560964	3.240156787	4.96677367	4.433849189	6.331944814
-1.112276269	3.537736033	2.612631016	5.948053819	5.274039695	4.798754464
0.38447251	1.362393115	4.340212677	4.236127791	6.297287822	5.050321065
0.274166991	2.205320956	4.416996609	4.101586106	5.739503567	6.006145584
-0.043503937	3.044442512	3.638456271	1.956074346	5.298806508	7.607741341
-1.349164499	2.103360943	4.244518255	2.239368941	4.988098772	4.544928279
-0.826467653	1.919196569	2.637718902	6.671215458	5.02949715	4.813022069
0.263132693	1.286917694	2.27291099	4.106190446	6.547406895	4.258897065
-0.493986382	1.751385077	3.151751952	3.711053124	4.62128707	5.386284664
0.215731211	2.812236502	1.803491498	5.422666937	5.738774267	6.750480175
-0.017565227	2.863724652	2.061905131	3.841146727	5.289158258	6.582221082
-1.186314375	3.465216018	1.474480015	3.465582353	5.165641934	6.849138842
1.328422209	0.909669785	2.03385973	4.058333216	4.687055336	4.261875026
0.831069804	2.628561837	2.601545189	2.925038928	6.096958939	7.400295517
1.516580177	2.471131432	3.48250581	3.856970517	5.569605412	6.280818734
0.899545566	3.051372612	1.517124006	2.704743064	6.147104308	5.868672456
-0.281673246	2.365942474	1.51670017	2.995655615	5.789253219	4.905144682
1.89474959	2.025508352	4.410195095	5.548571062	4.664181996	6.182197866
-1.09407947	1.726571578	1.205815863	2.424859213	4.539052353	6.521129396
2.38571171	3.988950626	3.058597906	3.341171224	3.903847988	5.707908377
-1.484617396	1.68169043	4.15166977	3.548411249	5.832185208	7.370451421
-1.940355938	3.415448216	5.481338391	3.114357116	6.016392825	7.383015918
-0.249879562	2.934332349	1.689996616	3.185060986	2.829475398	6.99313731
-0.062970394	0.598689065	2.867041522	4.338093728	3.594911721	6.538325303
-1.915694875	0.23083384	2.118977326	4.476525665	2.507453377	6.033053638
-0.224565665	3.180977339	2.80048214	5.201796477	4.844602822	5.601238913
0.435499779	1.756279656	4.436184492	3.608145225	5.218977715	7.158210878
0.649932593	2.324447458	2.099792168	4.500583855	5.929486123	7.609808778
1.18369297	1.990074564	4.05065445	4.826240883	6.604885624	6.696800913
0.448370445	1.911040558	2.298329256	1.84003774	3.691578281	5.568225537
-0.50101448	1.272760736	2.212268563	2.756538152	6.305209867	6.026357725
0.649950419	0.550250497	2.898132732	3.591613587	5.810504308	6.898597495
0.543905227	2.018487241	2.136770848	4.895881602	5.209623476	5.414898091
-0.909669586	2.153903755	4.604373691	3.64007609	5.540303112	4.079026893
1.03246277	3.025628716	1.939674163	2.859134246	7.277825989	4.588181732
-0.644372098	0.97521746	4.282975324	5.996116117	4.767934526	6.306565596
0.127319849	0.292869782	1.808638446	4.468973655	6.546949589	5.597916162
0.304675105	1.514380194	3.243109648	4.820891223	5.306902219	5.110616409
-1.078792217	0.882971273	4.133423314	4.394262226	5.61232876	6.577139679
-0.120002616	3.601415032	3.65996418	3.226858689	5.035241205	5.441372047
-1.207881461	1.19349441	3.79998275	4.680163296	3.13653375	5.844318031
-0.761936303	1.317704108	2.822070026	3.532367785	4.894162831	4.300524578
0.628612672	0.137837238	3.149928552	5.498440762	4.657318375	4.937614076
-0.289519051	5.092037517	2.175264824	4.353000947	5.686452389	5.764640913
0.047673061	2.396142233	3.672836951	5.204762643	5.083968229	6.304239555
0.996561364	0.540022456	3.276807645	4.025671397	4.292502393	6.13383218
-0.039542309	1.649267899	4.281630387	3.966657495	5.13217528	4.310262998
-0.868722258	1.915762288	2.703949274	4.346296631	4.456450961	6.743010847
-0.666586511	1.199827706	2.070197199	4.541986687	4.899014508	5.9601391
-0.215359681	1.526113324	2.382473994	4.499459219	4.152895908	2.396421098
0.237433056	-0.081979846	3.191092494	2.986733056	3.940153025	6.962110615
-0.002379282	1.845926532	3.276715457	2.70528512	5.878599401	6.34402752
-0.671172985	2.251765314	2.683051501	3.810001279	4.883899609	5.722660036
-0.069329571	2.54765139	1.724742448	3.722315846	2.855554308	7.363165552
0.42657942	0.372140916	4.000608626	5.27941166	6.514990524	6.08436223
-1.2059679	2.187890651	2.236855044	4.471239807	4.231176399	5.624941568
-1.627672897	3.80416673	2.852720746	4.040051015	5.136539124	6.363658086
0.140508775	1.103730338	4.263474512	4.015365787	3.695282352	5.798009163
-0.82156127	2.295384012	2.764854644	4.808866895	5.377775778	6.7222065
-2.218917692	-0.103184052	2.935159392	3.773320527	6.163949195	5.703426829
2.529290271	3.857751728	3.225781381	3.700721455	5.764253078	4.362814622
-0.127727789	4.004447614	2.86782352	4.028958834	4.577221784	5.145869703
-0.230580911	1.03600396	3.26596089	3.284788848	5.830311181	5.513531713
-0.3887141	1.013567705	3.217445268	3.687557565	5.988573319	7.993044392
-1.280826782	0.258707905	1.93330446	2.567069297	6.323991997	5.788351046
-0.30117156	2.197472635	2.747486343	2.514772604	4.909084705	5.658878734
0.540630022	3.945222115	2.680251135	2.89783485	4.728402015	4.970731355
-0.905124672	0.681443166	3.183234937	3.971147358	5.034971108	5.335495659
-0.087834864	2.396834625	4.737827283	5.313610001	4.652153279	5.365279942
0.332251128	2.184763868	3.676299271	3.813773306	6.231337126	6.441387249
0.495517385	2.848974466	2.418960684	5.186910675	4.049257172	5.669027032
-0.045049805	1.055610124	3.369659311	2.876518696	4.200272956	5.553613842
-0.750629731	2.918604128	3.304348829	4.493807179	5.217233451	4.645033311
0.01443481	4.463970616	2.332465189	3.463787399	5.221340966	6.455019807
-0.564113911	2.951446199	2.931720258	5.505787269	5.400809985	5.422246904
0.932803897	3.384646092	2.067735053	3.480694671	6.792137054	4.235955527
-0.20496899	0.653388942	1.113288146	5.053503271	5.373544051	8.935296467
1.945099954	1.548476326	2.283292193	3.903402823	5.811602962	6.12134915
0.519190894	2.660808435	2.168956238	2.862892299	6.107167164	6.300175114
-0.135870505	2.340088301	3.544486312	4.916112975	5.704504191	6.303682895
0.34222438	1.226953419	5.261466532	4.457833028	4.742260328	6.560805867
0.390100522	1.406128676	3.292468134	3.217679433	4.540217444	6.077411746
0.88772045	2.326902978	2.920376801	3.730248358	3.93761054	4.892560446
1.057579714	2.066908335	2.07067275	2.869181898	6.486918272	5.65734672
1.136064554	1.232258517	2.511223859	3.651527684	3.959268913	6.173513258
-1.1023156	1.974986423	3.425288479	4.034297265	3.093709832	5.902443655
-1.01125536	2.403540777	1.135532697	4.290052041	5.946498605	5.918972157
-0.065425408	2.846514392	4.135120894	4.940270885	7.051417273	4.272008719
0.162692622	1.793406164	2.239758994	1.688160593	4.804848631	5.316897315
0.326797806	0.243028244	1.817751615	3.472359723	4.316567268	6.47259019
-0.450276779	2.947390195	2.342726318	3.257755353	3.420180762	6.127969472
0.273016855	3.505606361	2.951629431	3.928095059	4.923576638	4.349683377
0.730208323	1.569619045	3.578997714	4.38146544	5.749967852	6.263979482
0.972995747	3.312900807	1.952575558	3.488900218	4.416407459	4.609164193
-0.216047234	2.470115343	5.100138007	3.806731095	5.222833242	6.292315926
-0.822400141	3.068595512	1.534432026	3.941044408	4.746505931	6.468779559
0.568925771	1.484169567	2.879562173	4.50424297	5.612542039	5.002873731
-1.671298812	1.124085829	2.044965136	2.16436867	6.779500971	5.776677079
0.063754695	0.413669366	3.487647732	3.980529173	5.230812734	8.296810669
-0.991838106	2.43178993	2.748779165	2.749664253	3.430171195	5.375913932
0.455929509	2.355119993	2.869529204	5.670628564	4.120542204	5.056328638
-0.931925594	0.990962638	1.676802899	4.129536987	4.529569394	5.801278464
-0.831378048	1.619106638	2.001695759	3.78808426	4.256332095	6.991722056
0.676034959	1.785006274	3.724813639	3.328264949	3.334994439	4.100430969
0.258529703	0.809987459	4.198359104	4.160176401	5.208903307	8.020056838
-0.269126484	2.815655574	2.380705754	4.057335264	6.015728888	7.375044325
0.785182168	1.259226863	3.852461569	5.262350361	6.288539116	4.813836408
-0.649088538	2.763711183	3.479620931	3.580724214	5.22636546	4.425899967
1.540617877	3.001140302	0.925873654	4.455027287	5.367979962	6.992765782
-0.02605092	2.910069753	2.322360314	4.161773327	5.171715855	4.955621758
-0.763326114	3.732193528	3.278225633	3.990633832	5.135755075	6.981656954
-0.049334596	1.734936166	0.902475852	2.760748603	4.179757021	6.173624894
0.235637647	1.600519479	2.371843104	4.505370488	4.615275832	5.747404362
-0.732418897	1.315982563	1.981078606	5.063494336	6.600452085	6.013462304
0.394401613	2.705474942	2.598392633	3.802185737	5.153971053	4.762534898
-2.232742969	1.950152254	1.293499954	4.530135986	6.141232272	7.683854521
-0.091507404	1.730029434	3.356873237	4.729074411	4.244563555	7.083914868
-0.035785415	0.647769533	2.915576599	4.897759842	7.006530278	5.476349477
2.009527205	2.019290437	2.883793251	3.274490641	4.242199271	6.410381429
-0.932300141	1.507522409	2.937430525	4.329967372	3.61782318	5.122451012
1.652941531	1.189057762	2.571760762	3.877895205	5.76215762	4.97728234
-0.199667069	3.449660242	3.318409574	3.606391975	6.335361891	6.732873484
-0.723695048	0.748287731	4.30291665	4.698688886	5.455531272	7.243032539
-1.33632327	2.597886814	3.615592412	5.111867889	5.113507981	6.92343633
-0.623864876	1.227614773	3.971291111	4.209913453	5.224654657	6.003166975
-0.691331818	1.877632103	2.311011586	3.495318873	2.678569376	6.954164424
-1.771462991	1.608642902	2.215988657	2.606780863	4.393551687	6.300960878
0.563184609	2.446181743	4.014377157	5.153517322	5.703607015	6.320285349
0.547656029	0.76844692	3.423078834	1.719806262	4.915191701	4.850432056
0.206832561	1.801194542	2.124037419	3.692618642	3.995491247	4.850825705
0.021665551	2.017267713	4.393501653	4.2649798	5.263663638	7.092561856
-0.676888108	1.976555482	2.709689511	2.427381083	5.653604582	5.930249276
-0.21539533	3.15349933	3.372236147	3.971996476	5.805767446	5.169843978
0.386825795	2.084168998	3.588348328	4.405318189	5.816303916	5.839198198
0.613795212	2.329881716	3.869025991	2.98355106	4.610637553	6.613050656
0.922011349	1.727703364	4.285248138	5.420748851	3.834513159	7.127914233
1.176682908	2.954080071	2.556336988	3.387615793	4.103647694	4.635884111
-0.602541263	1.178490005	2.621732521	5.152809498	7.07196042	6.746210787
0.599978093	2.244322279	4.511362405	4.491607033	6.207151518	6.815582339
0.149669902	3.447935751	3.383611941	4.544365212	5.916974196	6.53569139
-0.131676408	3.56964512	1.890917927	6.44061976	4.788083124	7.092975788
0.943409173	2.770590559	3.84512474	5.357867673	4.656706949	5.610099144
-1.399231203	1.90875952	3.205994194	4.492516838	5.599437328	3.776093422
0.347882266	1.626871959	0.238558222	3.604722539	2.881075361	6.898632706
2.259561002	2.065857189	4.11900699	4.513427542	7.379864344	5.96584688
0.180259454	1.491693309	3.117154553	2.479606083	4.953546299	7.80559477
-0.503643556	3.426274466	2.341657342	6.760008543	3.87659818	7.119393267
0.908079437	1.996749511	3.216976788	3.963693351	4.201597601	6.206507712
-3.525809857	3.386877419	2.211742002	5.141344853	5.505125925	4.735626578
2.230226797	1.574550088	4.490667415	2.892156834	4.97466837	7.207835178
-0.712966607	1.391179178	4.113910086	4.238607872	4.269560202	6.514378931
0.072847475	2.118386549	3.690912907	4.949764375	5.31079778	7.311515387
-0.181745904	4.35489044	5.110001717	2.193522374	4.660973573	6.934397451
-0.500175345	2.054042967	1.78970756	5.412624658	3.380545076	7.298457852
1.009899022	1.868752388	4.133982209	4.689950311	5.042715132	6.10927379
-0.866422038	3.451161994	2.430184513	3.699930374	6.243981493	7.453127306
-0.078833331	2.875068086	4.402509596	4.408094124	3.948560687	5.647628996
0.316479491	1.462998374	1.973458515	5.423613962	4.72635446	5.531563559
0.672428898	1.251707607	2.147814779	2.885536467	5.905541978	6.45045086
-0.688618971	1.028576055	3.431904774	4.77049501	4.764132967	5.60173618
0.339490748	0.498664796	4.823494667	4.5574642	5.43321207	5.300563528
0.152074589	3.167173177	1.360974163	3.753030611	3.691167321	4.963714445
-0.736606032	2.724108393	5.322082596	3.626288442	4.521774153	6.165792216
0.575314447	0.414082559	2.673383568	3.916874252	3.478508917	5.748871932
-0.603675369	2.134715942	2.412323103	4.192819247	3.645277571	5.561579678
-0.65970542	2.938562658	1.14236763	3.310528234	6.083094838	6.738747159
-0.462648178	3.589055336	6.391937139	2.881168515	4.241956906	5.905691678
0.191326435	2.903904969	1.84422942	2.531053315	4.805194115	4.959508331
0.735202496	2.546392087	1.534873147	3.150677973	3.721028554	5.620687963
-0.968989486	1.445384594	1.259683009	3.240019177	5.79474578	7.962654039
0.575315736	1.093103291	1.538699222	4.623412948	4.975960073	6.497699482
-1.232506408	3.249943989	4.967949797	4.461484672	5.114835865	4.537605858
-3.015985632	2.126749568	2.356996908	5.110096265	3.037487945	5.465727682
-1.177372065	1.424088604	3.986633368	3.094413537	4.557538375	7.134141658
0.564874974	0.605780334	1.632698949	3.493891714	4.025222548	4.721672
-1.753045387	1.269110782	4.538149378	3.361977591	4.145911518	6.460412261
0.720018108	0.92102533	2.831146021	5.661253877	4.445064345	7.152478173
0.324629556	3.321559313	2.427423026	4.802113059	4.083839871	5.53814899
-0.559475596	2.6992931	3.331310727	3.838013245	4.900270618	5.429981386
-1.224285382	2.992158402	3.277382368	3.188902688	5.783016389	6.693219472
-1.470162444	2.063338732	1.253015398	3.290001204	4.120636236	4.703491347
-0.959158304	3.194120109	3.022561597	3.368309723	3.04539694	7.460192211
1.533041563	1.955440147	1.913862742	4.282424267	2.618468101	5.775148305
0.387072647	1.56138438	2.232437057	3.224373561	4.922094076	7.300539075
-0.994936594	1.684143108	3.705449041	3.644663203	3.88375899	5.755753987
1.673246135	1.657384531	1.813191799	5.021419848	5.735286948	8.297893941
-1.355630816	2.288809725	4.822828954	5.320781047	3.86904259	6.563509445
-1.698570589	1.61791535	2.712283426	4.535763041	4.865609629	6.405137143
-0.181542609	1.741734696	3.282676017	5.20395026	5.872674695	4.648752267
0.153288086	1.869138514	5.422937036	4.150853258	3.385797934	7.683367072
0.482690687	2.465796426	3.588448463	2.952181898	4.602675164	6.185611266
-0.506741074	1.466030857	4.020591016	4.347837978	4.81138278	3.856226912
-0.84480383	1.517942944	2.065628362	4.932497833	3.901727682	5.60909626
-0.358823845	0.992212123	3.557552088	4.245486982	5.555640057	6.395953441
-0.702536259	2.263314846	2.436896478	4.325996721	5.688743815	4.785366435
0.321739767	-0.165624382	1.939552676	2.866415491	5.308140006	7.568433825
-0.570412912	3.45618518	2.436218926	3.02793149	5.942253597	5.194246001
0.887911841	1.597911738	2.022262762	4.809614043	4.185963864	6.094894863
-2.324610642	1.195686197	3.279473595	3.897521191	3.664102868	5.942981839
0.135416205	2.403373403	5.215374019	3.487948256	5.210442771	3.405098915
0.060870663	3.210026388	4.197546776	5.646052574	6.177947855	5.923005932
-0.848390235	-0.063174171	4.180604137	2.809317357	4.42401317	6.439860538
0.286898986	0.886756267	3.391259617	6.715230633	4.852962067	7.196512199
1.719809759	1.533369081	3.097805822	3.3697068	4.380770941	4.808952551
1.564522022	1.041797954	3.405371797	3.301210558	4.662806686	4.010740977
0.790245254	2.521902969	3.575194098	3.386457578	5.501631076	8.525859153
-0.716163747	3.710559784	1.559790356	3.843146564	3.750372747	7.016895129
0.819149963	1.288473198	3.564372386	3.087148276	5.162207122	6.047406753
0.709175653	3.530964867	3.498302103	3.752467795	3.223910451	5.586458861
0.530126246	2.50376832	1.527716873	4.812301336	6.090191087	5.890205207
-0.963042911	3.226535657	2.772657783	2.497844197	4.559159736	5.704572622
0.764019979	2.85981942	2.426082894	3.218852038	2.54151348	5.789438358
-0.835622666	0.969907416	3.107423799	4.681028245	3.446905897	6.501931064
0.871816963	0.760724151	1.264689619	4.936425422	4.744723615	6.381220802
-1.861718437	2.679460357	3.68163288	5.830223129	6.215973718	5.088631788
-1.890651672	1.422433981	3.087276125	4.237592446	5.544870288	5.620646914
0.087717719	1.858527081	4.818803657	3.768000876	5.703989804	5.574701561
0.546542185	0.385422575	3.539913	6.612117791	4.503819577	4.747109545
1.175529028	0.849165632	3.934110159	4.4446006	5.437524418	5.764388181
-0.672282162	2.224875777	2.39136449	4.507745669	5.518054135	5.732272286
-1.183278347	2.793610185	3.850376319	4.404413692	4.454070968	4.618803254
1.14027671	1.670067593	4.777635307	4.568745147	5.1134062	5.516061048
0.878779381	0.097471454	3.929255871	5.010031841	5.540557387	6.382784507
0.918861045	2.584120895	3.172463453	2.925850777	5.957144527	4.762135345
1.293771146	3.38531238	3.005387494	4.676467488	5.122940987	6.245530687
0.710361248	1.648349672	1.304514035	2.760631914	4.807259641	4.598172042
-1.094095931	0.343788736	3.10309274	3.589501947	5.427287626	4.211143196
0.614571783	-0.110658376	1.500599194	3.940801688	3.777637279	7.534506991
0.108975159	2.007483216	3.135802238	4.410652869	4.83485889	5.401999067
0.927655121	1.488620259	3.291859833	4.181607013	4.897610539	5.914204167
-0.962576364	-0.568306509	2.570176594	4.324011684	3.92438123	7.503904234
-0.298351318	1.777563006	5.502774003	3.414461157	6.17260417	5.979606738
-1.783188523	2.615698945	1.780953363	4.511676377	5.143083248	6.267643916
1.154544641	3.673508127	3.013481586	4.429477446	3.604450253	6.729562521
-1.347984573	1.878645099	1.66462833	4.58645317	5.860517965	6.115617171
-0.803376349	0.969901084	3.077894743	5.85143516	4.229526614	5.104903678
0.350824003	1.099331769	2.75878921	3.502285998	5.756220153	5.814625676
2.823916867	2.31074495	1.917192796	5.164237889	4.237396359	6.997780873
0.553025649	1.550953378	1.937976826	4.900867018	4.311391426	6.111554155
-1.55275017	3.002844036	2.256592007	5.846466315	6.064588713	5.036606456
0.181936801	2.379147072	4.169677755	5.172850897	4.271050816	4.139940955
-0.577336715	0.876202592	3.054999037	4.138614562	5.122506425	6.062166169
-1.950543918	1.848742188	3.609826806	3.72459012	3.792363304	5.367982439
-0.136764741	1.22707963	4.121498279	4.030173534	5.502431084	5.253726823
0.761879633	3.000911212	3.908139319	1.733934817	4.557514683	6.127728807
-0.968890195	2.206886333	4.74025401	3.614800758	5.060900088	4.094477177
-0.988042486	2.747012983	2.486919717	2.509687871	5.219229657	5.47751168
-0.638381769	2.94605855	1.38805032	3.439304444	5.017585887	5.716172342
2.193151621	2.079032384	1.966489746	3.187738548	4.194759918	4.777299783
0.031152516	1.703044387	4.109614706	4.473241384	5.32189783	5.063854238
0.543972052	2.048012293	2.093155164	3.67190801	6.715085458	6.029232545
0.217766686	3.085354655	3.254461507	3.476109028	5.609104728	6.598731479
-1.09882898	2.983351647	3.321590328	5.092501336	4.484963085	6.131018813
-0.589518215	2.446062275	3.314688377	3.038140702	4.554770147	7.847715095
1.667520384	1.103229352	3.827115131	4.817392833	6.353584736	6.908764631
-0.734976612	2.101328311	3.51266616	2.837557873	5.064561695	3.973828582
0.639638434	0.498748194	2.933196491	3.358247001	3.61055722	5.613681478
-0.748467399	0.883156777	5.361447505	1.687983603	5.76722537	4.739362867
-0.901412019	3.13169331	1.334808664	3.870247361	2.257259078	6.447108846
0.252283086	2.369916552	2.574153148	3.036675301	5.909814689	7.688653999
-0.237577354	4.342725283	1.82697839	1.514696879	6.671201995	4.57813796
-1.851287815	1.649993382	3.153300997	1.235230273	4.218565892	4.115404132
0.729673505	0.657222974	4.131498096	4.916197711	6.869662087	6.365184006
-1.143963669	0.770874818	3.021808796	3.112115875	4.133964748	5.915416812
-0.024797223	2.205452128	1.437765936	3.391314086	4.499108242	6.641819304
-0.486889315	2.563495142	1.270399726	2.305632152	4.741978497	5.564421199
0.766716402	3.52615935	4.078570547	3.184506974	5.331924457	6.141010282
-0.614327334	2.259608041	2.287896069	3.532754225	4.620726464	6.350517056
-1.79899603	1.630450797	1.731026397	3.69209451	3.796563354	5.823226048
0.207448128	2.273355251	1.946979461	2.991247498	4.639346026	6.179264047
1.203299003	1.839874936	1.264212389	3.670511927	5.002013099	6.263050046
0.413859692	2.71850372	2.681560635	5.979511799	5.132023189	4.338300587
-0.21182587	3.044400028	3.197966692	4.374536784	6.477328037	3.502128982
1.014695419	1.685642335	3.050137387	3.08074662	4.444988268	7.64958758
-2.411822493	3.009774564	3.092622623	2.732293513	5.890842522	6.695810376
1.573156846	0.363131962	3.93279341	4.998941797	4.97117364	5.941143525
2.334640837	1.676700734	1.887471402	5.604889979	4.238353211	7.030131956
0.713910736	2.927041386	3.52180952	5.524694493	4.366302981	6.534003661
-0.360209193	2.436794556	1.706842164	3.154264817	4.340273904	6.769546987
-0.299812696	0.73477551	4.40621006	5.56260389	3.915911187	6.657216613
-1.313766158	2.572778017	4.228537907	3.440163175	4.475143586	5.03536193
-0.764094513	1.390388086	2.039058313	4.309710301	4.802498172	7.110284434
3.439450083	0.627028851	3.363838384	4.439712583	4.379821702	6.683640975
2.152069362	-0.311156138	2.61371031	3.773129	6.614811838	6.08128
0.246837339	2.165146592	3.775510481	3.94094936	5.210910215	6.480329461
-0.814876394	1.118977599	3.404977268	4.425815314	4.058448663	5.554665871
0.10322012	2.201610938	4.41383252	5.244746352	7.629704469	5.760150107
0.139699912	1.988268735	2.708170276	4.678843465	5.204610909	6.906179233
1.235498521	2.251778558	1.52116645	5.470244551	4.845628382	5.23302741
0.478661683	1.960240737	1.989934069	3.17242105	4.882801465	5.341165061
1.107447082	0.960922055	3.435007966	3.784414037	4.147041468	5.832216469
0.055326429	2.171681541	1.375448478	2.756673579	4.145182278	5.449426185
0.312705798	3.598213989	2.548882095	4.571948808	6.415170455	4.700196251
-0.823372127	2.053727774	3.427704805	5.140092048	2.527067367	6.700745426
-0.394299245	1.843652907	3.162766603	4.741341854	6.764206515	5.535936618
-1.081631054	0.37922491	3.866141824	4.942313696	4.972728865	5.836327477
0.080576375	1.534969497	3.784712187	3.538687302	5.662426726	5.279635353
-0.15393024	2.070876729	4.466073249	5.249198446	5.223572578	6.26576582
0.803065028	1.515748407	4.342972225	4.67411888	5.905020736	6.643722204
0.225377545	1.741735265	1.083661212	1.930140052	5.460690995	4.227329102
-0.739938543	1.332586829	2.082427267	3.023349688	5.9458878	5.81507818
-1.179319064	4.589922287	2.576899015	5.597039853	5.059496097	4.606761585
0.222592727	1.157149684	3.505263213	4.449802889	4.79516434	8.283112442
-0.913653987	1.183186815	3.580520776	3.852010842	4.939685851	6.333584004
2.14548118	4.494780215	2.563008317	3.22692442	4.570143635	7.131887524
-0.029768213	0.547146307	2.716305684	5.539990207	4.555017828	5.124027251
